:			-	-	-	-	-	-	
			A	B	C	D	E	F	
Black	Dot	3654	0.0175	0.41864	4.03484			?	
Black	Dot	3655	0.01696	0.41833	3.70712			?	
Black	Dot	3656	0.01631	0.41772	3.37576			?	
Black	Dot	3657	0.01575	0.41681	3.04197			?	
Black	Dot	3658	0.01519	0.41561	2.70239			?	
Black	Dot	3659	0.01457	0.41415	2.35962			?	
Black	Dot	3660	0.01409	0.41245	2.01106			?	
Black	Dot	3661	0.01354	0.41054	1.66284			?	
Black	Dot	3662	0.0131	0.40847	1.30181			?	
Black	Dot	3663	0.01262	0.40628	0.94129			?	
Black	Dot	3664	0.01219	0.40402	0.57588			?	
Black	Dot	3665	0.01189	0.40175	0.20076			?	
Black	Dot	3666	0.01151	0.39952	6.10631			?	
Black	Dot	3667	0.01125	0.39741	5.72229			?	
Black	Dot	3668	0.01111	0.39546	5.33668			?	
Black	Dot	3669	0.01094	0.39375	4.93924			?	
Black	Dot	3670	0.0109	0.3923	4.54641			?	
Black	Dot	3671	0.01095	0.39118	4.15192			?	
Black	Dot	3672	0.01107	0.3904	3.75159			?	
Black	Dot	3673	0.01131	0.38998	3.35993			?	
Black	Dot	3674	0.01155	0.38994	2.96713			?	
Black	Dot	3675	0.01198	0.39026	2.58399			?	
Black	Dot	3676	0.01244	0.39095	2.2018			?	
Black	Dot	3677	0.01291	0.39197	1.8276			?	
Black	Dot	3678	0.01355	0.39329	1.46415			?	
Black	Dot	3679	0.01413	0.39489	1.10278			?	
Black	Dot	3680	0.01484	0.39673	0.74936			?	
Black	Dot	3681	0.01548	0.39875	0.40416			?	
Black	Dot	3682	0.01621	0.40092	0.0641			?	
Black	Dot	3683	0.01696	0.40317	6.00907			?	
Black	Dot	3684	0.01762	0.40545	5.68011			?	
Black	Dot	3685	0.0184	0.40771	5.35225			?	
Black	Dot	3686	0.01914	0.40989	5.03014			?	
Black	Dot	3687	0.01985	0.41194	4.70791			?	
Black	Dot	3688	0.02063	0.41382	4.39247			?	
Black	Dot	3689	0.02136	0.41548	4.07833			?	
Black	Dot	3690	0.02214	0.4169	3.7642			?	
Black	Dot	3691	0.0229	0.41804	3.45478			?	
Black	Dot	3692	0.02364	0.4189	3.14724			?	
Black	Dot	3693	0.02451	0.41946	2.83928			?	
Black	Dot	3694	0.02522	0.41972	2.53506			?	
Black	Dot	3695	0.02605	0.41967	2.23128			?	
Black	Dot	3696	0.02687	0.41932	1.93008			?	
Black	Dot	3697	0.02763	0.41868	1.62828			?	
Black	Dot	3698	0.02841	0.41777	1.32735			?	
Black	Dot	3699	0.0292	0.4166	1.02985			?	
Black	Dot	3700	0.02996	0.4152	0.72738			?	
Black	Dot	3701	0.03072	0.41359	0.42926			?	
Black	Dot	3702	0.03142	0.41181	0.1297			?	
Black	Dot	3703	0.03219	0.4099	6.11176			?	
Black	Dot	3704	0.03287	0.40791	5.81152			?	
Black	Dot	3705	0.03354	0.40586	5.51035			?	
Black	Dot	3706	0.03427	0.40382	5.20809			?	
Black	Dot	3707	0.03488	0.40183	4.90578			?	
Black	Dot	3708	0.03554	0.39993	4.60122			?	
Black	Dot	3709	0.03615	0.39816	4.29826			?	
Black	Dot	3710	0.03678	0.39656	3.99282			?	
Black	Dot	3711	0.03737	0.39517	3.68587			?	
Black	Dot	3712	0.03793	0.39401	3.38194			?	
Black	Dot	3713	0.03854	0.3931	3.07421			?	
Black	Dot	3714	0.03907	0.39247	2.76791			?	
Black	Dot	3715	0.0396	0.39213	2.46181			?	
Black	Dot	3716	0.04011	0.39208	2.15527			?	
Black	Dot	3717	0.04063	0.39234	1.84998			?	
Black	Dot	3718	0.04102	0.39289	1.54347			?	
Black	Dot	3719	0.04148	0.39372	1.23974			?	
Black	Dot	3720	0.04187	0.3948	0.93514			?	
Black	Dot	3721	0.04219	0.39612	0.6308			?	
Black	Dot	3722	0.04251	0.39764	0.32876			?	
Black	Dot	3723	0.04276	0.39931	0.02684			?	
Black	Dot	3724	0.04303	0.40109	6.00737			?	
Black	Dot	3725	0.04318	0.40294	5.70816			?	
Black	Dot	3726	0.04332	0.40481	5.40762			?	
Black	Dot	3727	0.04349	0.40666	5.10912			?	
Black	Dot	3728	0.04352	0.40846	4.81041			?	
Black	Dot	3729	0.04356	0.41015	4.51336			?	
Black	Dot	3730	0.0436	0.4117	4.21729			?	
Black	Dot	3731	0.04349	0.41309	3.9198			?	
Black	Dot	3732	0.04348	0.41428	3.62512			?	
Black	Dot	3733	0.04332	0.41524	3.33062			?	
Black	Dot	3734	0.0432	0.41596	3.0354			?	
Black	Dot	3735	0.04299	0.41642	2.742			?	
Black	Dot	3736	0.04272	0.4166	2.44867			?	
Black	Dot	3737	0.04249	0.41651	2.15523			?	
Black	Dot	3738	0.04211	0.41613	1.86251			?	
Black	Dot	3739	0.04169	0.4155	1.56881			?	
Black	Dot	3740	0.04131	0.41462	1.27691			?	
Black	Dot	3741	0.04076	0.41353	0.98234			?	
Black	Dot	3742	0.04023	0.41225	0.68907			?	
Black	Dot	3743	0.03961	0.41081	0.39552			?	
Black	Dot	3744	0.03897	0.40926	0.10053			?	
Black	Dot	3745	0.03828	0.40763	6.08811			?	
Black	Dot	3746	0.03746	0.40597	5.79438			?	
Black	Dot	3747	0.03674	0.40431	5.4973			?	
Black	Dot	3748	0.03585	0.40269	5.20104			?	
Black	Dot	3749	0.03497	0.40116	4.90519			?	
Black	Dot	3750	0.03408	0.39975	4.60798			?	
Black	Dot	3751	0.03313	0.39849	4.31248			?	
Black	Dot	3752	0.03214	0.39742	4.01448			?	
Black	Dot	3753	0.03114	0.39657	3.72082			?	
Black	Dot	3754	0.03011	0.39596	3.42618			?	
Black	Dot	3755	0.02902	0.39562	3.13119			?	
Black	Dot	3756	0.02793	0.39554	2.8419			?	
Black	Dot	3757	0.0268	0.39574	2.55103			?	
Black	Dot	3758	0.02568	0.39619	2.26353			?	
Black	Dot	3759	0.02446	0.39688	1.98023			?	
Black	Dot	3760	0.02329	0.39779	1.69832			?	
Black	Dot	3761	0.02211	0.39887	1.42127			?	
Black	Dot	3762	0.02085	0.40009	1.14845			?	
Black	Dot	3763	0.01965	0.40142	0.87989			?	
Black	Dot	3764	0.01845	0.40282	0.62069			?	
Black	Dot	3765	0.01723	0.40426	0.36125			?	
Black	Dot	3766	0.01607	0.4057	0.11869			?	
Black	Dot	3767	0.01493	0.4071	6.16401			?	
Black	Dot	3768	0.01384	0.40844	5.93588			?	
Black	Dot	3769	0.01285	0.40969	5.72423			?	
Black	Dot	3770	0.0119	0.41081	5.52662			?	
Black	Dot	3771	0.01121	0.41178	5.33969			?	
Black	Dot	3772	0.01053	0.41258	5.17354			?	
Black	Dot	3773	0.01015	0.41317	5.01974			?	
Black	Dot	3774	0.01002	0.41355	4.86967			?	
Black	Dot	3775	0.01001	0.41369	4.728			?	
Black	Dot	3776	0.01032	0.41361	4.57865			?	
Black	Dot	3777	0.01086	0.4133	4.41681			?	
Black	Dot	3778	0.01149	0.41278	4.24466			?	
Black	Dot	3779	0.01235	0.41205	4.05229			?	
Black	Dot	3780	0.01331	0.41115	3.85246			?	
Black	Dot	3781	0.01434	0.4101	3.6306			?	
Black	Dot	3782	0.01546	0.40892	3.40348			?	
Black	Dot	3783	0.01666	0.40765	3.16643			?	
Black	Dot	3784	0.01782	0.40631	2.91616			?	
Black	Dot	3785	0.0191	0.40493	2.66411			?	
Black	Dot	3786	0.02028	0.40354	2.40411			?	
Black	Dot	3787	0.02159	0.40218	2.13801			?	
Black	Dot	3788	0.0228	0.40086	1.86847			?	
Black	Dot	3789	0.02399	0.39963	1.59598			?	
Black	Dot	3790	0.0253	0.39851	1.31834			?	
Black	Dot	3791	0.02643	0.39754	1.03907			?	
Black	Dot	3792	0.02763	0.39674	0.75675			?	
Black	Dot	3793	0.02883	0.39614	0.47367			?	
Black	Dot	3794	0.02993	0.39577	0.18658			?	
Black	Dot	3795	0.03108	0.39563	6.18246			?	
Black	Dot	3796	0.03217	0.39575	5.89521			?	
Black	Dot	3797	0.03325	0.39612	5.60439			?	
Black	Dot	3798	0.03434	0.39673	5.31473			?	
Black	Dot	3799	0.03533	0.39756	5.02472			?	
Black	Dot	3800	0.0364	0.39861	4.73436			?	
Black	Dot	3801	0.03739	0.39984	4.4433			?	
Black	Dot	3802	0.03832	0.40122	4.15399			?	
Black	Dot	3803	0.03937	0.40273	3.86411			?	
Black	Dot	3804	0.04026	0.40432	3.57531			?	
Black	Dot	3805	0.04119	0.40596	3.28628			?	
Black	Dot	3806	0.04208	0.40762	2.99946			?	
Black	Dot	3807	0.04298	0.40926	2.71235			?	
Black	Dot	3808	0.04379	0.41083	2.42496			?	
Black	Dot	3809	0.04462	0.4123	2.14109			?	
Black	Dot	3810	0.0454	0.41363	1.85469			?	
Black	Dot	3811	0.04616	0.41478	1.57019			?	
Black	Dot	3812	0.04686	0.41573	1.28626			?	
Black	Dot	3813	0.04756	0.41644	1.0017			?	
Black	Dot	3814	0.04825	0.41688	0.71797			?	
Black	Dot	3815	0.04886	0.41706	0.43357			?	
Black	Dot	3816	0.04947	0.41695	0.14927			?	
Black	Dot	3817	0.05009	0.41655	6.14896			?	
Black	Dot	3818	0.0506	0.41588	5.86214			?	
Black	Dot	3819	0.05115	0.41493	5.57811			?	
Black	Dot	3820	0.05167	0.41373	5.2917			?	
Black	Dot	3821	0.05215	0.41231	5.00414			?	
Black	Dot	3822	0.05262	0.41069	4.71706			?	
Black	Dot	3823	0.05301	0.4089	4.4287			?	
Black	Dot	3824	0.05353	0.40699	4.13882			?	
Black	Dot	3825	0.05381	0.40499	3.84889			?	
Black	Dot	3826	0.0542	0.40297	3.55752			?	
Black	Dot	3827	0.05455	0.40096	3.2656			?	
Black	Dot	3828	0.05478	0.39901	2.97196			?	
Black	Dot	3829	0.05507	0.39719	2.6778			?	
Black	Dot	3830	0.05526	0.39553	2.3834			?	
Black	Dot	3831	0.05542	0.39409	2.0862			?	
Black	Dot	3832	0.05557	0.39291	1.78997			?	
Black	Dot	3833	0.0556	0.39203	1.49251			?	
Black	Dot	3834	0.05572	0.39146	1.19412			?	
Black	Dot	3835	0.05569	0.39123	0.89552			?	
Black	Dot	3836	0.05562	0.39134	0.59698			?	
Black	Dot	3837	0.05564	0.39179	0.29858			?	
Black	Dot	3838	0.05545	0.39257	6.28269			?	
Black	Dot	3839	0.05532	0.39365	5.98461			?	
Black	Dot	3840	0.05514	0.395	5.68702			?	
Black	Dot	3841	0.0549	0.39659	5.38986			?	
Black	Dot	3842	0.05466	0.39838	5.09292			?	
Black	Dot	3843	0.05431	0.40033	4.79858			?	
Black	Dot	3844	0.05403	0.40237	4.5033			?	
Black	Dot	3845	0.05361	0.40447	4.21006			?	
Black	Dot	3846	0.05317	0.40656	3.91821			?	
Black	Dot	3847	0.0527	0.40861	3.62656			?	
Black	Dot	3848	0.0522	0.41055	3.33665			?	
Black	Dot	3849	0.05157	0.41235	3.04674			?	
Black	Dot	3850	0.05097	0.41397	2.75913			?	
Black	Dot	3851	0.05029	0.41537	2.47129			?	
Black	Dot	3852	0.04954	0.41652	2.18339			?	
Black	Dot	3853	0.04877	0.41742	1.89803			?	
Black	Dot	3854	0.04795	0.41804	1.61208			?	
Black	Dot	3855	0.04706	0.41838	1.32516			?	
Black	Dot	3856	0.04614	0.41845	1.04143			?	
Black	Dot	3857	0.04517	0.41824	0.75522			?	
Black	Dot	3858	0.0442	0.41776	0.47082			?	
Black	Dot	3859	0.04312	0.41704	0.18563			?	
Black	Dot	3860	0.04206	0.41607	6.18423			?	
Black	Dot	3861	0.04101	0.41489	5.90019			?	
Black	Dot	3862	0.0398	0.41353	5.61546			?	
Black	Dot	3863	0.03869	0.412	5.3318			?	
Black	Dot	3864	0.03747	0.41036	5.04956			?	
Black	Dot	3865	0.03628	0.40863	4.765			?	
Black	Dot	3866	0.03502	0.40686	4.48412			?	
Black	Dot	3867	0.03373	0.40508	4.20323			?	
Black	Dot	3868	0.03248	0.40333	3.92201			?	
Black	Dot	3869	0.03114	0.40166	3.64384			?	
Black	Dot	3870	0.02978	0.40008	3.36636			?	
Black	Dot	3871	0.02853	0.39863	3.09141			?	
Black	Dot	3872	0.02711	0.39733	2.81698			?	
Black	Dot	3873	0.02581	0.3962	2.54744			?	
Black	Dot	3874	0.02451	0.39525	2.28105			?	
Black	Dot	3875	0.02317	0.39451	2.01746			?	
Black	Dot	3876	0.02193	0.39397	1.75825			?	
Black	Dot	3877	0.02067	0.39366	1.50838			?	
Black	Dot	3878	0.01954	0.39358	1.25992			?	
Black	Dot	3879	0.01841	0.39373	1.02068			?	
Black	Dot	3880	0.01738	0.39412	0.79296			?	
Black	Dot	3881	0.01652	0.39472	0.56708			?	
Black	Dot	3882	0.01572	0.39554	0.35715			?	
Black	Dot	3883	0.01506	0.39655	0.15239			?	
Black	Dot	3884	0.01465	0.39772	6.24008			?	
Black	Dot	3885	0.01435	0.39903	6.05001			?	
Black	Dot	3886	0.01423	0.40044	5.86361			?	
Black	Dot	3887	0.01439	0.40192	5.67854			?	
Black	Dot	3888	0.01464	0.40344	5.49003			?	
Black	Dot	3889	0.0151	0.40497	5.29358			?	
Black	Dot	3890	0.01574	0.40648	5.09686			?	
Black	Dot	3891	0.01647	0.40794	4.88515			?	
Black	Dot	3892	0.01731	0.40934	4.66867			?	
Black	Dot	3893	0.01825	0.41065	4.44525			?	
Black	Dot	3894	0.01924	0.41185	4.21234			?	
Black	Dot	3895	0.02033	0.41291	3.97266			?	
Black	Dot	3896	0.02133	0.41381	3.7304			?	
Black	Dot	3897	0.0225	0.41453	3.47981			?	
Black	Dot	3898	0.02359	0.41505	3.22502			?	
Black	Dot	3899	0.02467	0.41535	2.96785			?	
Black	Dot	3900	0.02581	0.41542	2.70554			?	
Black	Dot	3901	0.0269	0.41526	2.44038			?	
Black	Dot	3902	0.02794	0.41486	2.17152			?	
Black	Dot	3903	0.02906	0.41424	1.90157			?	
Black	Dot	3904	0.03007	0.41342	1.6282			?	
Black	Dot	3905	0.03111	0.4124	1.35124			?	
Black	Dot	3906	0.03209	0.41121	1.07474			?	
Black	Dot	3907	0.03308	0.40988	0.79526			?	
Black	Dot	3908	0.03403	0.40845	0.51201			?	
Black	Dot	3909	0.03493	0.40694	0.23093			?	
Black	Dot	3910	0.03583	0.4054	6.2278			?	
Black	Dot	3911	0.03673	0.40385	5.94266			?	
Black	Dot	3912	0.03752	0.40234	5.65455			?	
Black	Dot	3913	0.03832	0.40091	5.36639			?	
Black	Dot	3914	0.03915	0.39959	5.0774			?	
Black	Dot	3915	0.0398	0.39842	4.7855			?	
Black	Dot	3916	0.04054	0.39744	4.49538			?	
Black	Dot	3917	0.04118	0.39668	4.2034			?	
Black	Dot	3918	0.04179	0.39616	3.90955			?	
Black	Dot	3919	0.04238	0.3959	3.6173			?	
Black	Dot	3920	0.04287	0.3959	3.32364			?	
Black	Dot	3921	0.04343	0.39618	3.02939			?	
Black	Dot	3922	0.04384	0.39672	2.73598			?	
Black	Dot	3923	0.04426	0.39749	2.44182			?	
Black	Dot	3924	0.04472	0.39848	2.14922			?	
Black	Dot	3925	0.04503	0.39964	1.85527			?	
Black	Dot	3926	0.04535	0.40094	1.56254			?	
Black	Dot	3927	0.04569	0.40235	1.27177			?	
Black	Dot	3928	0.04592	0.40381	0.97858			?	
Black	Dot	3929	0.04618	0.40527	0.68856			?	
Black	Dot	3930	0.04634	0.40671	0.39828			?	
Black	Dot	3931	0.04656	0.40807	0.1081			?	
Black	Dot	3932	0.04668	0.40932	6.10168			?	
Black	Dot	3933	0.04675	0.41042	5.81378			?	
Black	Dot	3934	0.04692	0.41134	5.52451			?	
Black	Dot	3935	0.0469	0.41205	5.23686			?	
Black	Dot	3936	0.04695	0.41254	4.94866			?	
Black	Dot	3937	0.04693	0.41278	4.66134			?	
Black	Dot	3938	0.04688	0.41278	4.37355			?	
Black	Dot	3939	0.0468	0.41254	4.08477			?	
Black	Dot	3940	0.04667	0.41207	3.79743			?	
Black	Dot	3941	0.04653	0.41138	3.50852			?	
Black	Dot	3942	0.04636	0.4105	3.21823			?	
Black	Dot	3943	0.04608	0.40946	2.92924			?	
Black	Dot	3944	0.04589	0.40829	2.63778			?	
Black	Dot	3945	0.04559	0.40702	2.34594			?	
Black	Dot	3946	0.04525	0.40571	2.05355			?	
Black	Dot	3947	0.04491	0.40438	1.75951			?	
Black	Dot	3948	0.04457	0.40308	1.4658			?	
Black	Dot	3949	0.04411	0.40185	1.16872			?	
Black	Dot	3950	0.04371	0.40073	0.87415			?	
Black	Dot	3951	0.04324	0.39975	0.57632			?	
Black	Dot	3952	0.04274	0.39893	0.27804			?	
Black	Dot	3953	0.04223	0.39832	6.26386			?	
Black	Dot	3954	0.04163	0.39791	5.9648			?	
Black	Dot	3955	0.04111	0.39773	5.66529			?	
Black	Dot	3956	0.04042	0.39778	5.36614			?	
Black	Dot	3957	0.03977	0.39804	5.0663			?	
Black	Dot	3958	0.03913	0.39851	4.76739			?	
Black	Dot	3959	0.03833	0.39917	4.46655			?	
Black	Dot	3960	0.03759	0.39999	4.16736			?	
Black	Dot	3961	0.03681	0.40094	3.86913			?	
Black	Dot	3962	0.03595	0.40199	3.56771			?	
Black	Dot	3963	0.0351	0.40311	3.27038			?	
Black	Dot	3964	0.03419	0.40427	2.9714			?	
Black	Dot	3965	0.03327	0.40543	2.67198			?	
Black	Dot	3966	0.0323	0.40655	2.3746			?	
Black	Dot	3967	0.03125	0.40763	2.07529			?	
Black	Dot	3968	0.03029	0.40862	1.77784			?	
Black	Dot	3969	0.02917	0.40951	1.47822			?	
Black	Dot	3970	0.0281	0.41029	1.18016			?	
Black	Dot	3971	0.02701	0.41093	0.88168			?	
Black	Dot	3972	0.02585	0.41143	0.58263			?	
Black	Dot	3973	0.02472	0.41177	0.28207			?	
Black	Dot	3974	0.02349	0.41197	6.26896			?	
Black	Dot	3975	0.02235	0.41201	5.96734			?	
Black	Dot	3976	0.0211	0.4119	5.66654			?	
Black	Dot	3977	0.01981	0.41166	5.36799			?	
Black	Dot	3978	0.01859	0.4113	5.0654			?	
Black	Dot	3979	0.01729	0.41082	4.76228			?	
Black	Dot	3980	0.01594	0.41025	4.4587			?	
Black	Dot	3981	0.01468	0.40959	4.15316			?	
Black	Dot	3982	0.0133	0.40887	3.84611			?	
Black	Dot	3983	0.01197	0.40809	3.53221			?	
Black	Dot	3984	0.0106	0.40726	3.22085			?	
Black	Dot	3985	0.00927	0.40638	2.90087			?	
Black	Dot	3986	0.00793	0.40548	2.56684			?	
Black	Dot	3987	0.00657	0.40456	2.23648			?	
Black	Dot	3988	0.00527	0.40364	1.86785			?	
Black	Dot	3989	0.00402	0.40271	1.48051			?	
Black	Dot	3990	0.00278	0.40181	0.98511			?	
Black	Dot	3991	0.0018	0.40094	0.28668			?	
Black	Dot	3992	0.00148	0.40012	5.48019			?	
Black	Dot	3993	0.00221	0.39937	4.52995			?	
Black	Dot	3994	0.00324	0.39869	3.94692			?	
Black	Dot	3995	0.00442	0.39811	3.50272			?	
Black	Dot	3996	0.00563	0.39762	3.1358			?	
Black	Dot	3997	0.00686	0.39724	2.77017			?	
Black	Dot	3998	0.00807	0.39698	2.43307			?	
Black	Dot	3999	0.00926	0.39686	2.10545			?	
Black	Dot	4000	0.01045	0.39687	1.77781			?	
Black	Dot	4001	0.01164	0.39703	1.46081			?	
Black	Dot	4002	0.01274	0.39735	1.13964			?	
Black	Dot	4003	0.01389	0.39783	0.82916			?	
Black	Dot	4004	0.01501	0.39849	0.51548			?	
Black	Dot	4005	0.01601	0.3993	0.20199			?	
Black	Dot	4006	0.01707	0.40028	6.17976			?	
Black	Dot	4007	0.01803	0.40141	5.8697			?	
Black	Dot	4008	0.019	0.40266	5.56204			?	
Black	Dot	4009	0.01986	0.40403	5.25693			?	
Black	Dot	4010	0.02072	0.40547	4.9522			?	
Black	Dot	4011	0.02158	0.40697	4.64648			?	
Black	Dot	4012	0.02227	0.40847	4.34446			?	
Black	Dot	4013	0.02304	0.40996	4.04118			?	
Black	Dot	4014	0.02373	0.41138	3.74083			?	
Black	Dot	4015	0.02433	0.4127	3.43843			?	
Black	Dot	4016	0.02495	0.4139	3.13949			?	
Black	Dot	4017	0.02549	0.41493	2.84101			?	
Black	Dot	4018	0.02599	0.41577	2.54063			?	
Black	Dot	4019	0.02648	0.41639	2.24355			?	
Black	Dot	4020	0.02683	0.41676	1.94665			?	
Black	Dot	4021	0.0273	0.41687	1.64859			?	
Black	Dot	4022	0.02757	0.41671	1.35187			?	
Black	Dot	4023	0.02788	0.41626	1.05558			?	
Black	Dot	4024	0.02818	0.41553	0.7594			?	
Black	Dot	4025	0.02835	0.41453	0.46281			?	
Black	Dot	4026	0.02852	0.41327	0.16524			?	
Black	Dot	4027	0.02867	0.41179	6.15393			?	
Black	Dot	4028	0.02874	0.41012	5.85417			?	
Black	Dot	4029	0.02878	0.4083	5.55682			?	
Black	Dot	4030	0.02875	0.40639	5.25888			?	
Black	Dot	4031	0.02875	0.40441	4.95829			?	
Black	Dot	4032	0.02865	0.40244	4.65768			?	
Black	Dot	4033	0.02849	0.40053	4.35721			?	
Black	Dot	4034	0.02839	0.39872	4.05384			?	
Black	Dot	4035	0.02816	0.39707	3.75144			?	
Black	Dot	4036	0.02794	0.39562	3.44603			?	
Black	Dot	4037	0.02768	0.39441	3.14302			?	
Black	Dot	4038	0.02741	0.3935	2.83743			?	
Black	Dot	4039	0.02706	0.39288	2.52972			?	
Black	Dot	4040	0.02672	0.39259	2.22705			?	
Black	Dot	4041	0.02635	0.39264	1.91891			?	
Black	Dot	4042	0.02594	0.39301	1.61364			?	
Black	Dot	4043	0.0255	0.39369	1.30876			?	
Black	Dot	4044	0.02504	0.39465	1.00298			?	
Black	Dot	4045	0.02459	0.39586	0.69967			?	
Black	Dot	4046	0.02402	0.39727	0.39416			?	
Black	Dot	4047	0.02351	0.39885	0.09202			?	
Black	Dot	4048	0.02296	0.40053	6.07303			?	
Black	Dot	4049	0.02235	0.40226	5.76897			?	
Black	Dot	4050	0.02176	0.404	5.46882			?	
Black	Dot	4051	0.02111	0.40569	5.16845			?	
Black	Dot	4052	0.0205	0.4073	4.86447			?	
Black	Dot	4053	0.01979	0.40878	4.56644			?	
Black	Dot	4054	0.01911	0.41009	4.26384			?	
Black	Dot	4055	0.01844	0.41121	3.96258			?	
Black	Dot	4056	0.01768	0.41212	3.65928			?	
Black	Dot	4057	0.01694	0.41281	3.35608			?	
Black	Dot	4058	0.01626	0.41327	3.05281			?	
Black	Dot	4059	0.01543	0.4135	2.74217			?	
Black	Dot	4060	0.01472	0.4135	2.43531			?	
Black	Dot	4061	0.01392	0.4133	2.12366			?	
Black	Dot	4062	0.01317	0.41291	1.80664			?	
Black	Dot	4063	0.01241	0.41236	1.48731			?	
Black	Dot	4064	0.01159	0.41168	1.16504			?	
Black	Dot	4065	0.01088	0.4109	0.83354			?	
Black	Dot	4066	0.01009	0.41004	0.49743			?	
Black	Dot	4067	0.00931	0.40915	0.14878			?	
Black	Dot	4068	0.00863	0.40825	6.08041			?	
Black	Dot	4069	0.0079	0.40737	5.70429			?	
Black	Dot	4070	0.00725	0.40653	5.31796			?	
Black	Dot	4071	0.00667	0.40575	4.91522			?	
Black	Dot	4072	0.00618	0.40504	4.48401			?	
Black	Dot	4073	0.00586	0.40441	4.0318			?	
Black	Dot	4074	0.00556	0.40387	3.5609			?	
Black	Dot	4075	0.00561	0.40341	3.08566			?	
Black	Dot	4076	0.00577	0.40303	2.60393			?	
Black	Dot	4077	0.0061	0.40273	2.13661			?	
Black	Dot	4078	0.00664	0.40249	1.69606			?	
Black	Dot	4079	0.00724	0.40232	1.27585			?	
Black	Dot	4080	0.00805	0.40219	0.87246			?	
Black	Dot	4081	0.0088	0.4021	0.4901			?	
Black	Dot	4082	0.00967	0.40203	0.12269			?	
Black	Dot	4083	0.01064	0.40197	6.05074			?	
Black	Dot	4084	0.01153	0.40193	5.69986			?	
Black	Dot	4085	0.01251	0.40188	5.36109			?	
Black	Dot	4086	0.0135	0.40184	5.02937			?	
Black	Dot	4087	0.0145	0.4018	4.69458			?	
Black	Dot	4088	0.0155	0.40177	4.37154			?	
Black	Dot	4089	0.0165	0.40176	4.04873			?	
Black	Dot	4090	0.01755	0.40177	3.7265			?	
Black	Dot	4091	0.01856	0.40182	3.41046			?	
Black	Dot	4092	0.01954	0.40191	3.09193			?	
Black	Dot	4093	0.0206	0.40206	2.78015			?	
Black	Dot	4094	0.02157	0.40227	2.46464			?	
Black	Dot	4095	0.02256	0.40256	2.15307			?	
Black	Dot	4096	0.02356	0.40292	1.84342			?	
Black	Dot	4097	0.0245	0.40335	1.53316			?	
Black	Dot	4098	0.02551	0.40385	1.22369			?	
Black	Dot	4099	0.02636	0.40441	0.91742			?	
Black	Dot	4100	0.02734	0.40502	0.61092			?	
Black	Dot	4101	0.02821	0.40567	0.30403			?	
Black	Dot	4102	0.02902	0.40633	0.00031			?	
Black	Dot	4103	0.02991	0.40698	5.97929			?	
Black	Dot	4104	0.03069	0.40761	5.67599			?	
Black	Dot	4105	0.03141	0.40818	5.37271			?	
Black	Dot	4106	0.03218	0.40868	5.07144			?	
Black	Dot	4107	0.03284	0.40909	4.76971			?	
Black	Dot	4108	0.03352	0.40937	4.46738			?	
Black	Dot	4109	0.0341	0.40953	4.16708			?	
Black	Dot	4110	0.03468	0.40954	3.86685			?	
Black	Dot	4111	0.03527	0.40939	3.56448			?	
Black	Dot	4112	0.03572	0.40909	3.26577			?	
Black	Dot	4113	0.03621	0.40863	2.96407			?	
Black	Dot	4114	0.03666	0.40804	2.66519			?	
Black	Dot	4115	0.03702	0.40732	2.36361			?	
Black	Dot	4116	0.03735	0.4065	2.06382			?	
Black	Dot	4117	0.03767	0.40561	1.7646			?	
Black	Dot	4118	0.03788	0.40467	1.46163			?	
Black	Dot	4119	0.03809	0.40373	1.16232			?	
Black	Dot	4120	0.0382	0.40282	0.86136			?	
Black	Dot	4121	0.03833	0.40197	0.55886			?	
Black	Dot	4122	0.03834	0.40122	0.25863			?	
Black	Dot	4123	0.03832	0.40061	6.23975			?	
Black	Dot	4124	0.0383	0.40016	5.93866			?	
Black	Dot	4125	0.03815	0.39989	5.63763			?	
Black	Dot	4126	0.03799	0.39983	5.33548			?	
Black	Dot	4127	0.03779	0.39998	5.03699			?	
Black	Dot	4128	0.03753	0.40034	4.73541			?	
Black	Dot	4129	0.0372	0.4009	4.43612			?	
Black	Dot	4130	0.03685	0.40164	4.13961			?	
Black	Dot	4131	0.03647	0.40254	3.83998			?	
Black	Dot	4132	0.03603	0.40356	3.54487			?	
Black	Dot	4133	0.03552	0.40468	3.24952			?	
Black	Dot	4134	0.03504	0.40583	2.95609			?	
Black	Dot	4135	0.03449	0.40699	2.66305			?	
Black	Dot	4136	0.03385	0.40811	2.37251			?	
Black	Dot	4137	0.03331	0.40915	2.08367			?	
Black	Dot	4138	0.0326	0.41006	1.79527			?	
Black	Dot	4139	0.03194	0.41082	1.50873			?	
Black	Dot	4140	0.03123	0.41138	1.22459			?	
Black	Dot	4141	0.03049	0.41174	0.9414			?	
Black	Dot	4142	0.02974	0.41187	0.65837			?	
Black	Dot	4143	0.02893	0.41176	0.37925			?	
Black	Dot	4144	0.02811	0.41142	0.0997			?	
Black	Dot	4145	0.02733	0.41084	6.10512			?	
Black	Dot	4146	0.02641	0.41006	5.82882			?	
Black	Dot	4147	0.0256	0.40909	5.55449			?	
Black	Dot	4148	0.02473	0.40796	5.28079			?	
Black	Dot	4149	0.02382	0.40671	5.00849			?	
Black	Dot	4150	0.02297	0.40537	4.73829			?	
Black	Dot	4151	0.02211	0.404	4.47202			?	
Black	Dot	4152	0.02125	0.40265	4.20235			?	
