Time (Myr BP)	Eccentricity	Obliquity (radians)	Perihelion longitude (radians)	Precessional index
1.834	0.05398	0.39777	4.22353	-0.04766
1.835	0.05438	0.39722	3.92818	-0.0385
1.836	0.05472	0.39688	3.63154	-0.02575
1.837	0.05506	0.39675	3.33343	-0.0105
1.838	0.05534	0.39682	3.03692	0.00578
1.839	0.05551	0.39711	2.73848	0.02178
1.84	0.05579	0.3976	2.44146	0.03594
1.841	0.05588	0.39828	2.14309	0.04698
1.842	0.05598	0.39914	1.84564	0.05388
1.843	0.05606	0.40016	1.54941	0.05605
1.844	0.05605	0.40132	1.2515	0.05321
1.845	0.056	0.40259	0.9552	0.04572
1.846	0.0559	0.40395	0.66057	0.0343
1.847	0.05575	0.40535	0.3638	0.01984
1.848	0.05552	0.40677	0.07	0.00388
1.849	0.05524	0.40818	6.05873	-0.01229
1.85	0.05492	0.40953	5.76527	-0.02719
1.851	0.05454	0.41081	5.47215	-0.03954
1.852	0.05404	0.41197	5.17929	-0.04825
1.853	0.05359	0.413	4.88767	-0.05277
1.854	0.05301	0.41388	4.5952	-0.05264
1.855	0.05238	0.41458	4.30374	-0.04807
1.856	0.05173	0.4151	4.01259	-0.03957
1.857	0.05101	0.41542	3.72176	-0.02796
1.858	0.05028	0.41554	3.43004	-0.0143
1.859	0.04942	0.41546	3.14038	0.00006
1.86	0.0486	0.41517	2.84996	0.01397
1.861	0.04771	0.41469	2.55864	0.02626
1.862	0.04672	0.41402	2.2695	0.03577
1.863	0.04576	0.41318	1.97869	0.04201
1.864	0.04475	0.4122	1.68906	0.04444
1.865	0.04363	0.41109	1.39826	0.04298
1.866	0.04257	0.40988	1.10862	0.0381
1.867	0.04141	0.40861	0.81915	0.03025
1.868	0.04022	0.40732	0.52836	0.02028
1.869	0.03902	0.40603	0.23901	0.00924
1.87	0.03772	0.40479	6.23395	-0.00186
1.871	0.03652	0.40362	5.94321	-0.01218
1.872	0.03513	0.40255	5.65599	-0.02062
1.873	0.03382	0.40162	5.3676	-0.02681
1.874	0.0325	0.40083	5.08042	-0.03033
1.875	0.03109	0.40022	4.79427	-0.03099
1.876	0.02973	0.39979	4.50909	-0.02912
1.877	0.02841	0.39955	4.22811	-0.02514
1.878	0.027	0.39952	3.94496	-0.01943
1.879	0.02566	0.39968	3.66848	-0.0129
1.88	0.0243	0.40005	3.39531	-0.0061
1.881	0.02298	0.4006	3.12237	0.00044
1.882	0.02165	0.40131	2.85795	0.00606
1.883	0.02036	0.40217	2.59773	0.01053
1.884	0.01912	0.40314	2.34185	0.01371
1.885	0.01792	0.4042	2.09683	0.0155
1.886	0.01673	0.4053	1.85516	0.01606
1.887	0.01572	0.40643	1.62924	0.01569
1.888	0.0147	0.40754	1.40656	0.0145
1.889	0.01379	0.40862	1.1995	0.01285
1.89	0.0131	0.40963	1.0037	0.01105
1.891	0.01245	0.41055	0.81636	0.00907
1.892	0.01203	0.41137	0.63668	0.00715
1.893	0.01177	0.41206	0.47038	0.00533
1.894	0.0117	0.41262	0.29707	0.00343
1.895	0.01181	0.41303	0.12529	0.00148
1.896	0.01208	0.41328	6.23652	-0.00056
1.897	0.01252	0.41337	6.04603	-0.00294
1.898	0.01308	0.41329	5.85173	-0.00547
1.899	0.01371	0.41305	5.64722	-0.00814
1.9	0.01448	0.41264	5.42835	-0.01093
1.901	0.01528	0.41208	5.2026	-0.01348
1.902	0.01608	0.41138	4.96793	-0.01556
1.903	0.01701	0.41055	4.7247	-0.01701
1.904	0.01789	0.40962	4.47633	-0.01739
1.905	0.01877	0.40861	4.21868	-0.01653
1.906	0.01971	0.40755	3.96173	-0.01441
1.907	0.02063	0.40645	3.69526	-0.01085
1.908	0.02149	0.40535	3.42651	-0.00604
1.909	0.02244	0.40427	3.15775	-0.00036
1.91	0.02327	0.40322	2.88191	0.00598
1.911	0.02418	0.40224	2.60596	0.01234
1.912	0.02498	0.40135	2.32798	0.01815
1.913	0.02581	0.40056	2.04811	0.02292
1.914	0.02662	0.39989	1.76508	0.02612
1.915	0.02732	0.39937	1.48254	0.02721
1.916	0.02808	0.39902	1.19718	0.02614
1.917	0.02879	0.39884	0.91209	0.02277
1.918	0.02941	0.39884	0.62365	0.01717
1.919	0.03008	0.39904	0.33667	0.00994
1.92	0.03067	0.39943	0.04865	0.00149
1.921	0.03126	0.40001	6.04104	-0.0075
1.922	0.03179	0.40077	5.75225	-0.0161
1.923	0.03232	0.40169	5.46339	-0.02362
1.924	0.03286	0.40276	5.17061	-0.02947
1.925	0.03327	0.40394	4.88291	-0.03279
1.926	0.03376	0.40523	4.59141	-0.03351
1.927	0.0342	0.40658	4.30188	-0.03136
1.928	0.03458	0.40798	4.01208	-0.02644
1.929	0.03495	0.40939	3.72205	-0.01917
1.93	0.03535	0.41078	3.4349	-0.01022
1.931	0.03564	0.41213	3.14425	-0.00009
1.932	0.03596	0.41341	2.85685	0.0101
1.933	0.0362	0.41457	2.5699	0.01959
1.934	0.03646	0.4156	2.28084	0.02765
1.935	0.03664	0.41645	1.99411	0.0334
1.936	0.03678	0.41712	1.70679	0.03644
1.937	0.03696	0.41756	1.41859	0.03654
1.938	0.03702	0.41778	1.13131	0.0335
1.939	0.03707	0.41775	0.84233	0.02767
1.94	0.03714	0.41747	0.55487	0.01957
1.941	0.03713	0.41694	0.26481	0.00972
1.942	0.03708	0.41616	6.25758	-0.00095
1.943	0.03704	0.41515	5.96849	-0.01147
1.944	0.03695	0.41392	5.67479	-0.02112
1.945	0.03684	0.4125	5.38283	-0.02887
1.946	0.03668	0.41091	5.08867	-0.03412
1.947	0.03652	0.40918	4.79367	-0.0364
1.948	0.03638	0.40734	4.49687	-0.03554
1.949	0.03608	0.40545	4.19922	-0.03143
1.95	0.03592	0.40353	3.90122	-0.02473
1.951	0.03562	0.40165	3.60027	-0.01577
1.952	0.03529	0.39985	3.29873	-0.00552
1.953	0.03498	0.39817	2.99655	0.00506
1.954	0.03461	0.39667	2.69281	0.01501
1.955	0.03419	0.39538	2.38616	0.02344
1.956	0.03375	0.39435	2.08154	0.02944
1.957	0.03326	0.39362	1.77321	0.03258
1.958	0.03277	0.39319	1.46451	0.03259
1.959	0.03216	0.39308	1.15553	0.02943
1.96	0.03159	0.39331	0.84474	0.02362
1.961	0.031	0.39386	0.53352	0.01576
1.962	0.03029	0.39471	0.22162	0.00666
1.963	0.02965	0.39585	6.19103	-0.00273
1.964	0.02893	0.39725	5.88026	-0.01134
1.965	0.02823	0.39888	5.56388	-0.0186
1.966	0.02746	0.40069	5.25171	-0.02356
1.967	0.02669	0.40264	4.93872	-0.02601
1.968	0.02593	0.40469	4.62215	-0.02583
1.969	0.0251	0.4068	4.30947	-0.02309
1.97	0.02424	0.40889	3.99403	-0.01825
1.971	0.02347	0.41093	3.67887	-0.01201
1.972	0.02253	0.41288	3.36226	-0.00493
1.973	0.02168	0.41467	3.04487	0.00209
1.974	0.02079	0.41629	2.7275	0.00836
1.975	0.01987	0.41768	2.40553	0.01334
1.976	0.01897	0.41883	2.08166	0.01655
1.977	0.01801	0.41972	1.75908	0.0177
1.978	0.01715	0.42033	1.42644	0.01698
1.979	0.01621	0.42065	1.09301	0.0144
1.98	0.0153	0.42069	0.75445	0.01048
1.981	0.01448	0.42045	0.40806	0.00575
1.982	0.01365	0.41993	0.05695	0.00078
1.983	0.01285	0.41914	5.97545	-0.00389
1.984	0.01215	0.41811	5.61164	-0.00756
1.985	0.01154	0.41686	5.23136	-0.01002
1.986	0.01096	0.41541	4.84145	-0.01087
1.987	0.01051	0.4138	4.45263	-0.01015
1.988	0.01017	0.41205	4.04466	-0.00799
1.989	0.00995	0.41022	3.63864	-0.00474
1.99	0.00978	0.40833	3.22393	-0.0008
1.991	0.0098	0.40644	2.81093	0.00318
1.992	0.00991	0.40457	2.40045	0.00669
1.993	0.01012	0.40278	1.98707	0.00926
1.994	0.01045	0.40109	1.58495	0.01045
1.995	0.01081	0.39953	1.19016	0.01003
1.996	0.01138	0.39814	0.79882	0.00815
1.997	0.01184	0.39693	0.41769	0.0048
1.998	0.01245	0.39593	0.04437	0.00055
1.999	0.01312	0.39516	5.96246	-0.00413
2	0.01374	0.39462	5.60073	-0.00866
2.001	0.01442	0.39433	5.24629	-0.01241
2.002	0.01508	0.39429	4.90307	-0.01481
2.003	0.01577	0.3945	4.55475	-0.01557
2.004	0.01641	0.39496	4.21846	-0.01445
2.005	0.01702	0.39565	3.88372	-0.0115
2.006	0.01768	0.39657	3.55129	-0.00704
2.007	0.01824	0.39769	3.22296	-0.00148
2.008	0.01877	0.39898	2.89687	0.00455
2.009	0.01934	0.40042	2.57395	0.0104
2.01	0.0198	0.40197	2.25372	0.01536
2.011	0.0203	0.40361	1.93229	0.01899
2.012	0.02069	0.40531	1.61844	0.02067
2.013	0.02113	0.40702	1.30318	0.02038
2.014	0.02149	0.40872	0.98788	0.01794
2.015	0.02181	0.41038	0.68004	0.01371
2.016	0.02214	0.41196	0.36862	0.00798
2.017	0.02244	0.41344	0.06254	0.0014
2.018	0.02265	0.41479	6.03886	-0.00548
2.019	0.02288	0.41598	5.73564	-0.01191
2.02	0.02309	0.41698	5.43408	-0.01733
2.021	0.02318	0.41776	5.13058	-0.02118
2.022	0.02331	0.41831	4.83309	-0.02314
2.023	0.02336	0.41861	4.53409	-0.02299
2.024	0.0234	0.41866	4.23446	-0.02077
2.025	0.02337	0.41844	3.93869	-0.01671
2.026	0.02328	0.41796	3.64145	-0.01116
2.027	0.02326	0.41723	3.34408	-0.00468
2.028	0.02307	0.41627	3.04778	0.00216
2.029	0.02291	0.41508	2.75046	0.00874
2.03	0.02276	0.4137	2.45556	0.01442
2.031	0.02251	0.41214	2.15579	0.01876
2.032	0.02224	0.41045	1.85933	0.02132
2.033	0.02199	0.40866	1.5638	0.02199
2.034	0.02164	0.40681	1.26165	0.02061
2.035	0.02132	0.40493	0.96576	0.01754
2.036	0.02092	0.40309	0.665	0.01291
2.037	0.02057	0.40132	0.36533	0.00735
2.038	0.02014	0.39968	0.06449	0.0013
2.039	0.01966	0.39822	6.04729	-0.0046
2.04	0.01927	0.39697	5.74687	-0.00985
2.041	0.01874	0.39598	5.44608	-0.01392
2.042	0.01823	0.39528	5.14408	-0.01656
2.043	0.0177	0.3949	4.84699	-0.01754
2.044	0.01713	0.39485	4.54535	-0.01689
2.045	0.01654	0.39513	4.24556	-0.01477
2.046	0.01589	0.39573	3.94933	-0.01148
2.047	0.01526	0.39664	3.65084	-0.00744
2.048	0.01461	0.39783	3.35185	-0.00305
2.049	0.01384	0.39926	3.05875	0.00114
2.05	0.01321	0.40089	2.76188	0.0049
2.051	0.01243	0.40268	2.46791	0.00775
2.052	0.01168	0.40458	2.174	0.00961
2.053	0.01093	0.40652	1.88197	0.0104
2.054	0.01015	0.40846	1.5947	0.01015
2.055	0.00936	0.41035	1.29735	0.00901
2.056	0.00855	0.41212	1.0183	0.00728
2.057	0.00774	0.41373	0.72916	0.00516
2.058	0.00693	0.41512	0.44252	0.00297
2.059	0.00606	0.41627	0.16711	0.00101
2.06	0.00522	0.41714	6.17009	-0.00059
2.061	0.00439	0.41769	5.89881	-0.00165
2.062	0.00344	0.41793	5.63627	-0.00207
2.063	0.00258	0.41784	5.39254	-0.00201
2.064	0.00169	0.41744	5.2123	-0.00149
2.065	0.00078	0.41673	5.22007	-0.00069
2.066	0.00053	0.41574	0.22349	0.00012
2.067	0.00137	0.4145	0.57073	0.00074
2.068	0.0023	0.41305	0.45891	0.00102
2.069	0.00334	0.41141	0.21023	0.0007
2.07	0.00437	0.40965	6.24093	-0.00018
2.071	0.0054	0.4078	5.97173	-0.00165
2.072	0.00646	0.40592	5.69172	-0.0036
2.073	0.00758	0.40406	5.41387	-0.00579
2.074	0.00858	0.40227	5.12001	-0.00788
2.075	0.00972	0.40061	4.83834	-0.00964
2.076	0.01081	0.39912	4.54322	-0.01066
2.077	0.01187	0.39786	4.24697	-0.01061
2.078	0.01299	0.39685	3.95389	-0.00943
2.079	0.01407	0.39613	3.6565	-0.00693
2.08	0.0152	0.39572	3.35384	-0.0032
2.081	0.01627	0.39562	3.05739	0.00137
2.082	0.01739	0.39584	2.75537	0.00655
2.083	0.01855	0.39635	2.45465	0.01176
2.084	0.01961	0.39715	2.15369	0.01637
2.085	0.02075	0.39819	1.85299	0.01993
2.086	0.02191	0.39946	1.55324	0.02191
2.087	0.02297	0.40089	1.25296	0.02182
2.088	0.02414	0.40245	0.95394	0.01969
2.089	0.02521	0.40411	0.65777	0.01541
2.09	0.02636	0.40582	0.35832	0.00924
2.091	0.0274	0.40753	0.06276	0.00172
2.092	0.02845	0.40921	6.05151	-0.00653
2.093	0.02955	0.41081	5.7546	-0.0149
2.094	0.03053	0.41231	5.46174	-0.02236
2.095	0.03152	0.41366	5.16704	-0.02832
2.096	0.03255	0.41485	4.87474	-0.03212
2.097	0.03344	0.41585	4.58092	-0.03315
2.098	0.03438	0.41663	4.28828	-0.03133
2.099	0.03526	0.41719	3.99656	-0.02661
2.1	0.03611	0.41752	3.70313	-0.01923
2.101	0.03696	0.41763	3.41003	-0.0098
2.102	0.03769	0.4175	3.11824	0.00088
2.103	0.03851	0.41716	2.82438	0.01201
2.104	0.03921	0.41662	2.53084	0.02249
2.105	0.03988	0.41588	2.23775	0.03133
2.106	0.04059	0.41496	1.94337	0.0378
2.107	0.04119	0.41388	1.64948	0.04107
2.108	0.04176	0.41266	1.35394	0.04079
2.109	0.04231	0.4113	1.06024	0.03692
2.11	0.04285	0.40984	0.76425	0.02965
2.111	0.04326	0.40829	0.4676	0.0195
2.112	0.0437	0.40668	0.17294	0.00752
2.113	0.04404	0.40504	6.1581	-0.00549
2.114	0.04437	0.40339	5.86098	-0.01818
2.115	0.0446	0.40177	5.56334	-0.02941
2.116	0.0448	0.40021	5.26472	-0.03814
2.117	0.045	0.39874	4.9658	-0.04356
2.118	0.04506	0.39738	4.66634	-0.04501
2.119	0.04513	0.39617	4.36626	-0.04245
2.12	0.04515	0.39513	4.06746	-0.03608
2.121	0.04507	0.3943	3.76524	-0.02632
2.122	0.04498	0.39371	3.46617	-0.01435
2.123	0.04484	0.39336	3.16607	-0.0011
2.124	0.04466	0.39328	2.8646	0.01221
2.125	0.04442	0.39349	2.56577	0.02419
2.126	0.04411	0.394	2.26648	0.03386
2.127	0.04388	0.3948	1.96739	0.04048
2.128	0.04344	0.3959	1.67031	0.04322
2.129	0.04307	0.39728	1.37386	0.04224
2.13	0.04266	0.39892	1.07944	0.03761
2.131	0.04214	0.40079	0.78551	0.0298
2.132	0.04163	0.40285	0.49362	0.01973
2.133	0.04107	0.40506	0.20495	0.00836
2.134	0.04046	0.40737	6.19841	-0.00343
2.135	0.03985	0.40973	5.91283	-0.01442
2.136	0.03913	0.41209	5.62872	-0.02382
2.137	0.03849	0.4144	5.34598	-0.03102
2.138	0.03774	0.41658	5.06495	-0.03542
2.139	0.03696	0.41861	4.78724	-0.03686
2.14	0.03628	0.42042	4.51013	-0.03554
2.141	0.03544	0.42196	4.23555	-0.03149
2.142	0.03467	0.4232	3.96228	-0.02537
2.143	0.03389	0.42409	3.69222	-0.01773
2.144	0.03309	0.42459	3.42284	-0.00918
2.145	0.03229	0.42469	3.15452	-0.00042
2.146	0.03149	0.42437	2.8912	0.0078
2.147	0.03071	0.42362	2.62589	0.01514
2.148	0.02993	0.42246	2.36423	0.02099
2.149	0.02913	0.4209	2.10442	0.02508
2.15	0.02838	0.41897	1.84514	0.02732
2.151	0.02767	0.41672	1.58807	0.02766
2.152	0.02687	0.41418	1.33133	0.0261
2.153	0.02622	0.41142	1.07778	0.0231
2.154	0.02554	0.40851	0.82419	0.01875
2.155	0.02487	0.40551	0.57066	0.01344
2.156	0.02429	0.4025	0.32133	0.00767
2.157	0.02374	0.39956	0.07145	0.00169
2.158	0.0232	0.39676	6.10286	-0.00416
2.159	0.02277	0.39418	5.8582	-0.00939
2.16	0.02236	0.39192	5.60822	-0.01397
2.161	0.02204	0.39002	5.36158	-0.01756
2.162	0.02175	0.38856	5.11549	-0.02001
2.163	0.02154	0.38758	4.86933	-0.02128
2.164	0.02147	0.38712	4.62274	-0.02139
2.165	0.02135	0.38719	4.37772	-0.02017
2.166	0.0214	0.38779	4.13122	-0.01789
2.167	0.02152	0.38889	3.88731	-0.0146
2.168	0.02163	0.39045	3.63991	-0.01034
2.169	0.02188	0.39241	3.39568	-0.0055
2.17	0.02217	0.39471	3.15095	-0.00021
2.171	0.02249	0.39728	2.90329	0.00531
2.172	0.0229	0.40002	2.65833	0.01064
2.173	0.02332	0.40287	2.41392	0.01551
2.174	0.02385	0.40574	2.16369	0.01978
2.175	0.02432	0.40857	1.91955	0.02286
2.176	0.02489	0.41127	1.67091	0.02477
2.177	0.0255	0.41379	1.42165	0.02521
2.178	0.0261	0.41607	1.17373	0.02407
2.179	0.0267	0.41807	0.92214	0.02127
2.18	0.02742	0.41975	0.67271	0.01709
2.181	0.02804	0.42108	0.41849	0.01139
2.182	0.02874	0.42202	0.1652	0.00473
2.183	0.02948	0.42258	6.19455	-0.00261
2.184	0.03017	0.42274	5.93592	-0.01027
2.185	0.03093	0.42252	5.67809	-0.01759
2.186	0.03166	0.42194	5.41936	-0.02407
2.187	0.03245	0.42102	5.15549	-0.02932
2.188	0.03321	0.4198	4.89256	-0.03268
2.189	0.03398	0.41831	4.6272	-0.03386
2.19	0.03483	0.41662	4.35871	-0.03267
2.191	0.03561	0.41476	4.08972	-0.02893
2.192	0.03641	0.41278	3.81744	-0.02277
2.193	0.03728	0.41074	3.54524	-0.01464
2.194	0.03807	0.40869	3.26921	-0.00485
2.195	0.0389	0.40666	2.99255	0.00578
2.196	0.03974	0.40471	2.71449	0.01646
2.197	0.04053	0.40286	2.43445	0.02633
2.198	0.04139	0.40116	2.15204	0.03459
2.199	0.04212	0.39964	1.8703	0.04024
2.2	0.04297	0.39832	1.58582	0.04297
2.201	0.04372	0.39722	1.29976	0.04212
2.202	0.04444	0.39636	1.01438	0.03773
2.203	0.0452	0.39576	0.72652	0.03003
2.204	0.04591	0.3954	0.4387	0.0195
2.205	0.04656	0.39529	0.14943	0.00693
2.206	0.04726	0.39542	6.1438	-0.00657
2.207	0.04789	0.39578	5.85404	-0.01993
2.208	0.04849	0.39635	5.56304	-0.03198
2.209	0.04908	0.3971	5.27346	-0.04156
2.21	0.04966	0.39803	4.98318	-0.04785
2.211	0.0502	0.39911	4.69137	-0.05018
2.212	0.0507	0.40032	4.40226	-0.04828
2.213	0.05117	0.40163	4.11087	-0.04219
2.214	0.05168	0.40303	3.82137	-0.03249
2.215	0.05206	0.40449	3.53092	-0.01976
2.216	0.05246	0.40598	3.24176	-0.00525
2.217	0.05289	0.40748	2.95314	0.00991
2.218	0.05313	0.40896	2.66364	0.02444
2.219	0.05347	0.4104	2.3761	0.03705
2.22	0.05368	0.41178	2.08878	0.04664
2.221	0.05389	0.41305	1.80035	0.05247
2.222	0.05403	0.4142	1.51422	0.05395
2.223	0.0541	0.41519	1.22735	0.05094
2.224	0.05421	0.41601	0.94034	0.04378
2.225	0.05417	0.41664	0.65462	0.03298
2.226	0.05411	0.41705	0.3678	0.01946
2.227	0.05408	0.41723	0.08269	0.00447
2.228	0.05389	0.41716	6.07905	-0.01093
2.229	0.0537	0.41683	5.79294	-0.02529
2.23	0.0535	0.41625	5.50787	-0.03745
2.231	0.05319	0.41541	5.22024	-0.04648
2.232	0.05287	0.41432	4.93414	-0.05158
2.233	0.05245	0.41299	4.64743	-0.05234
2.234	0.05208	0.41145	4.35966	-0.04887
2.235	0.05159	0.40972	4.07132	-0.04135
2.236	0.05103	0.40785	3.78374	-0.03056
2.237	0.05055	0.40587	3.49396	-0.01745
2.238	0.04989	0.40385	3.20462	-0.00314
2.239	0.04926	0.40183	2.91413	0.01111
2.24	0.04857	0.39988	2.62348	0.02405
2.241	0.04785	0.39805	2.33223	0.03464
2.242	0.04707	0.3964	2.03964	0.04199
2.243	0.04628	0.395	1.74852	0.04555
2.244	0.04544	0.39389	1.45597	0.04514
2.245	0.0446	0.39312	1.16319	0.04095
2.246	0.04367	0.39272	0.87223	0.03344
2.247	0.04278	0.39273	0.58079	0.02347
2.248	0.04186	0.39316	0.29001	0.01197
2.249	0.04087	0.394	0.00131	0.00005
2.25	0.03992	0.39525	5.99625	-0.0113
2.251	0.03898	0.39688	5.71124	-0.0211
2.252	0.03794	0.39883	5.42588	-0.02868
2.253	0.037	0.40107	5.14611	-0.03357
2.254	0.03601	0.40352	4.86721	-0.03558
2.255	0.03502	0.4061	4.59076	-0.03476
2.256	0.03407	0.40875	4.31918	-0.03147
2.257	0.03306	0.41139	4.05028	-0.02608
2.258	0.03217	0.41393	3.78292	-0.01925
2.259	0.03117	0.41631	3.52164	-0.01156
2.26	0.03026	0.41847	3.26143	-0.00362
2.261	0.02941	0.42032	3.00584	0.00398
2.262	0.0285	0.42184	2.75201	0.01082
2.263	0.02766	0.42296	2.50229	0.0165
2.264	0.02693	0.42366	2.25665	0.02084
2.265	0.02613	0.42392	2.00973	0.02365
2.266	0.02548	0.42371	1.76953	0.02498
2.267	0.02484	0.42304	1.53018	0.02482
2.268	0.02427	0.42192	1.29063	0.02332
2.269	0.02379	0.42036	1.05481	0.0207
2.27	0.02332	0.41841	0.81979	0.01705
2.271	0.02303	0.41611	0.58264	0.01267
2.272	0.02271	0.41352	0.348	0.00774
2.273	0.02251	0.4107	0.11153	0.00251
2.274	0.02243	0.40775	6.15675	-0.00283
2.275	0.02236	0.40474	5.91839	-0.00798
2.276	0.02236	0.40175	5.67526	-0.01277
2.277	0.0225	0.39888	5.43478	-0.01688
2.278	0.02263	0.39621	5.18602	-0.02014
2.279	0.02283	0.39381	4.93744	-0.02226
2.28	0.0231	0.39176	4.68774	-0.0231
2.281	0.0234	0.39011	4.43154	-0.02248
2.282	0.02374	0.3889	4.17386	-0.02038
2.283	0.02408	0.38817	3.91711	-0.01686
2.284	0.02451	0.38793	3.6523	-0.01198
2.285	0.02489	0.38819	3.39008	-0.00612
2.286	0.0253	0.38893	3.12436	0.00044
2.287	0.02576	0.39012	2.85739	0.00722
2.288	0.02621	0.39173	2.58968	0.01374
2.289	0.0266	0.39371	2.32047	0.01947
2.29	0.0271	0.39598	2.0519	0.02403
2.291	0.02752	0.39849	1.78197	0.02691
2.292	0.02797	0.40116	1.51085	0.02792
2.293	0.02842	0.40392	1.24249	0.0269
2.294	0.02889	0.40668	0.97173	0.02386
2.295	0.02933	0.40939	0.70088	0.01892
2.296	0.02979	0.41197	0.4329	0.0125
2.297	0.03023	0.41438	0.16237	0.00489
2.298	0.03073	0.41655	6.17596	-0.00329
2.299	0.03111	0.41847	5.90711	-0.01142
2.3	0.0316	0.42008	5.63793	-0.019
2.301	0.03204	0.42138	5.3681	-0.0254
2.302	0.03243	0.42235	5.09905	-0.03004
2.303	0.03289	0.42298	4.82848	-0.03267
2.304	0.0333	0.42328	4.56003	-0.03291
2.305	0.03371	0.42324	4.28732	-0.03071
2.306	0.03408	0.42288	4.01749	-0.02618
2.307	0.03446	0.42221	3.74623	-0.01959
2.308	0.03483	0.42125	3.47138	-0.01128
2.309	0.03513	0.42002	3.19949	-0.00203
2.31	0.03544	0.41856	2.92365	0.00766
2.311	0.03579	0.41688	2.64712	0.01699
2.312	0.03602	0.41502	2.36946	0.02513
2.313	0.03629	0.41301	2.09006	0.03151
2.314	0.03661	0.4109	1.80998	0.03557
2.315	0.03679	0.40872	1.52669	0.03675
2.316	0.03707	0.40651	1.24344	0.0351
2.317	0.03727	0.4043	0.9594	0.03052
2.318	0.03749	0.40214	0.67129	0.02332
2.319	0.03768	0.40006	0.38416	0.01412
2.32	0.03784	0.39809	0.09534	0.0036
2.321	0.03804	0.39628	6.08671	-0.00743
2.322	0.03818	0.39465	5.79605	-0.01787
2.323	0.03827	0.39323	5.50186	-0.02695
2.324	0.03845	0.39206	5.20932	-0.0338
2.325	0.03852	0.39117	4.91303	-0.03775
2.326	0.03859	0.39058	4.61777	-0.03841
2.327	0.03869	0.3903	4.32253	-0.03579
2.328	0.03869	0.39036	4.02482	-0.0299
2.329	0.03872	0.39075	3.72777	-0.02142
2.33	0.03867	0.39149	3.43181	-0.01107
2.331	0.03864	0.39256	3.13334	0.00032
2.332	0.03856	0.39394	2.83637	0.01159
2.333	0.03842	0.39561	2.5395	0.02176
2.334	0.03831	0.39755	2.24283	0.02998
2.335	0.03816	0.39971	1.94605	0.0355
2.336	0.03789	0.40205	1.6502	0.03778
2.337	0.03773	0.40453	1.35545	0.03686
2.338	0.03744	0.40709	1.06088	0.03268
2.339	0.03716	0.40968	0.76636	0.02577
2.34	0.03683	0.41223	0.4741	0.01682
2.341	0.0365	0.41469	0.18256	0.00663
2.342	0.03613	0.417	6.17227	-0.004
2.343	0.0357	0.4191	5.88403	-0.01387
2.344	0.03528	0.42094	5.59287	-0.02246
2.345	0.03482	0.42247	5.3035	-0.02891
2.346	0.03428	0.42365	5.01508	-0.03272
2.347	0.03375	0.42445	4.72571	-0.03375
2.348	0.0332	0.42484	4.43823	-0.03196
2.349	0.03255	0.4248	4.14821	-0.0275
2.35	0.03195	0.42433	3.85961	-0.02102
2.351	0.03127	0.42342	3.57122	-0.01302
2.352	0.03059	0.4221	3.2792	-0.0042
2.353	0.02988	0.42039	2.98918	0.00454
2.354	0.0291	0.41831	2.69819	0.01249
2.355	0.02842	0.41592	2.40372	0.01912
2.356	0.02757	0.41326	2.1107	0.02365
2.357	0.02679	0.41041	1.81476	0.026
2.358	0.02601	0.40743	1.51879	0.02597
2.359	0.02514	0.40439	1.22006	0.02361
2.36	0.02429	0.4014	0.91977	0.01932
2.361	0.02347	0.39852	0.62212	0.01368
2.362	0.02257	0.39585	0.31628	0.00702
2.363	0.0217	0.39347	0.01586	0.00034
2.364	0.0208	0.39145	5.99576	-0.0059
2.365	0.01991	0.38986	5.69103	-0.01111
2.366	0.01901	0.38875	5.38704	-0.01484
2.367	0.01803	0.38816	5.08362	-0.0168
2.368	0.01716	0.38809	4.78024	-0.01712
2.369	0.0162	0.38857	4.47794	-0.01576
2.37	0.01524	0.38955	4.17444	-0.01308
2.371	0.01433	0.39101	3.87839	-0.00963
2.372	0.01339	0.3929	3.57792	-0.00566
2.373	0.01244	0.39515	3.28208	-0.00174
2.374	0.01155	0.39769	2.99343	0.00171
2.375	0.01062	0.40044	2.70276	0.00451
2.376	0.00978	0.40332	2.41711	0.00648
2.377	0.00884	0.40624	2.14166	0.00744
2.378	0.00804	0.4091	1.86749	0.00769
2.379	0.00721	0.41183	1.60159	0.00721
2.38	0.00638	0.41436	1.34937	0.00622
2.381	0.00564	0.41661	1.10359	0.00504
2.382	0.00493	0.41853	0.8871	0.00382
2.383	0.00422	0.42008	0.67296	0.00263
2.384	0.00364	0.42122	0.51553	0.00179
2.385	0.00312	0.42194	0.38997	0.00119
2.386	0.00272	0.42222	0.29882	0.0008
2.387	0.00252	0.42207	0.28557	0.00071
2.388	0.0025	0.42151	0.2744	0.00068
2.389	0.00264	0.42055	0.21093	0.00055
2.39	0.00296	0.41922	0.15103	0.00045
2.391	0.00334	0.41757	0.00114	0
2.392	0.00373	0.41565	6.10141	-0.00068
2.393	0.0042	0.41351	5.90632	-0.00155
2.394	0.0046	0.41121	5.67197	-0.00264
2.395	0.00508	0.40882	5.42489	-0.00384
2.396	0.00544	0.40641	5.17299	-0.00487
2.397	0.00585	0.40404	4.90648	-0.00574
2.398	0.00625	0.40178	4.62917	-0.00623
2.399	0.00654	0.39969	4.35382	-0.00612
2.4	0.00689	0.39783	4.06355	-0.00549
2.401	0.0072	0.39625	3.78218	-0.00431
2.402	0.00746	0.39498	3.48084	-0.00248
2.403	0.00772	0.39405	3.19137	-0.00038
