Time (Myr BP)	Eccentricity	Obliquity (radians)	Perihelion longitude (radians)	Precessional index
2.472	0.01713	0.42276	0.10338	0.00177
2.473	0.01763	0.42057	6.0844	-0.00348
2.474	0.01804	0.41802	5.77804	-0.00873
2.475	0.01852	0.41515	5.47371	-0.0134
2.476	0.01895	0.41203	5.16973	-0.01701
2.477	0.01937	0.40874	4.86045	-0.01916
2.478	0.0198	0.40535	4.55395	-0.01955
2.479	0.02015	0.40197	4.24638	-0.018
2.48	0.02062	0.39867	3.93481	-0.0147
2.481	0.02093	0.39554	3.62504	-0.00973
2.482	0.0213	0.39269	3.31375	-0.00365
2.483	0.02169	0.3902	3.00143	0.00303
2.484	0.02197	0.38812	2.68934	0.0096
2.485	0.02227	0.38654	2.37465	0.01545
2.486	0.02257	0.3855	2.06533	0.01986
2.487	0.02281	0.38502	1.74932	0.02245
2.488	0.02304	0.38512	1.43875	0.02284
2.489	0.02323	0.38578	1.12864	0.021
2.49	0.02343	0.38699	0.81752	0.01709
2.491	0.02359	0.38869	0.50994	0.01151
2.492	0.02366	0.39083	0.20368	0.00479
2.493	0.02381	0.39334	6.18242	-0.0024
2.494	0.02386	0.39614	5.88054	-0.00935
2.495	0.02386	0.39913	5.57893	-0.01545
2.496	0.0239	0.40225	5.28346	-0.02011
2.497	0.0239	0.40539	4.98661	-0.023
2.498	0.02381	0.40848	4.69246	-0.02381
2.499	0.02379	0.41145	4.40388	-0.02267
2.5	0.02368	0.41421	4.1136	-0.01956
2.501	0.02361	0.41672	3.82714	-0.01495
2.502	0.02344	0.41891	3.54332	-0.00917
2.503	0.02333	0.42076	3.26106	-0.00278
2.504	0.02319	0.42221	2.97976	0.00374
2.505	0.02297	0.42326	2.70209	0.00977
2.506	0.02281	0.4239	2.42394	0.015
2.507	0.02261	0.42412	2.15034	0.01892
2.508	0.02238	0.42392	1.87379	0.02136
2.509	0.02216	0.42334	1.6021	0.02215
2.51	0.02193	0.4224	1.33134	0.0213
2.511	0.02169	0.42112	1.05701	0.01889
2.512	0.02143	0.41955	0.78903	0.01521
2.513	0.02118	0.41773	0.51927	0.01051
2.514	0.02099	0.41571	0.24804	0.00515
2.515	0.0207	0.41353	6.26365	-0.0004
2.516	0.02048	0.41126	5.99544	-0.00581
2.517	0.02034	0.40894	5.72663	-0.01074
2.518	0.02007	0.40662	5.45956	-0.01472
2.519	0.01993	0.40436	5.19142	-0.01769
2.52	0.01976	0.4022	4.92674	-0.01931
2.521	0.01962	0.4002	4.6582	-0.01959
2.522	0.01949	0.39839	4.39202	-0.0185
2.523	0.01939	0.39681	4.12908	-0.01619
2.524	0.01931	0.39549	3.85932	-0.0127
2.525	0.01927	0.39444	3.59689	-0.00847
2.526	0.0192	0.39368	3.33114	-0.00362
2.527	0.01926	0.39322	3.06621	0.00145
2.528	0.01925	0.39305	2.80134	0.00643
2.529	0.01927	0.39318	2.53769	0.01094
2.53	0.01941	0.39359	2.27372	0.01481
2.531	0.01946	0.39426	2.00987	0.01761
2.532	0.01958	0.39518	1.74519	0.01928
2.533	0.01975	0.39633	1.48446	0.01967
2.534	0.01987	0.39767	1.21866	0.01865
2.535	0.02007	0.39917	0.95589	0.01639
2.536	0.02024	0.4008	0.69371	0.01294
2.537	0.02045	0.40253	0.42968	0.00852
2.538	0.02069	0.40433	0.16494	0.0034
2.539	0.02085	0.40615	6.18647	-0.00201
2.54	0.02117	0.40796	5.92149	-0.00749
2.541	0.02139	0.40973	5.65797	-0.01252
2.542	0.02162	0.41141	5.39366	-0.0168
2.543	0.02192	0.41298	5.13063	-0.02003
2.544	0.0222	0.41439	4.86659	-0.02194
2.545	0.02242	0.41563	4.60085	-0.02228
2.546	0.02275	0.41666	4.33961	-0.02119
2.547	0.02301	0.41746	4.07406	-0.01848
2.548	0.02329	0.41801	3.80932	-0.01442
2.549	0.02358	0.41829	3.54665	-0.00929
2.55	0.02385	0.4183	3.28197	-0.00334
2.551	0.02415	0.41802	3.0164	0.00302
2.552	0.02439	0.41745	2.75317	0.00924
2.553	0.02468	0.41661	2.48716	0.01502
2.554	0.02497	0.4155	2.22233	0.01985
2.555	0.02519	0.41414	1.95599	0.02334
2.556	0.02546	0.41256	1.68898	0.02528
2.557	0.02574	0.41079	1.42355	0.02546
2.558	0.02595	0.40885	1.15244	0.02371
2.559	0.02622	0.40681	0.88543	0.0203
2.56	0.02647	0.40471	0.61535	0.01528
2.561	0.02671	0.4026	0.34229	0.00897
2.562	0.02697	0.40054	0.07127	0.00192
2.563	0.02719	0.39859	6.08111	-0.00546
2.564	0.02752	0.39681	5.80466	-0.01267
2.565	0.02771	0.39525	5.52996	-0.01895
2.566	0.028	0.39398	5.25229	-0.02402
2.567	0.02832	0.39304	4.9746	-0.02735
2.568	0.02858	0.39246	4.69597	-0.02857
2.569	0.02888	0.39229	4.41575	-0.02762
2.57	0.02923	0.39252	4.13858	-0.02455
2.571	0.02952	0.39316	3.85675	-0.01936
2.572	0.02988	0.39421	3.57817	-0.01263
2.573	0.03019	0.39563	3.30025	-0.00477
2.574	0.03058	0.39738	3.01996	0.00371
2.575	0.03091	0.39942	2.74266	0.01201
2.576	0.03125	0.4017	2.46643	0.01953
2.577	0.03167	0.40413	2.18849	0.02581
2.578	0.032	0.40666	1.91422	0.03013
2.579	0.03235	0.40921	1.63849	0.03227
2.58	0.03275	0.41172	1.36588	0.03207
2.581	0.03308	0.41411	1.09177	0.02936
2.582	0.03343	0.41631	0.81945	0.02443
2.583	0.0338	0.41826	0.54816	0.01761
2.584	0.03411	0.41991	0.27623	0.0093
2.585	0.03448	0.4212	0.00402	0.00014
2.586	0.03475	0.42211	6.01716	-0.00913
2.587	0.03511	0.4226	5.74496	-0.018
2.588	0.03541	0.42266	5.47264	-0.02566
2.589	0.03567	0.42228	5.20106	-0.0315
2.59	0.03599	0.42147	4.92764	-0.03516
2.591	0.03627	0.42024	4.65411	-0.03621
2.592	0.03648	0.41863	4.37853	-0.03447
2.593	0.03676	0.41666	4.10396	-0.03016
2.594	0.03699	0.4144	3.82634	-0.0234
2.595	0.03716	0.41189	3.54721	-0.01466
2.596	0.03738	0.40921	3.26887	-0.00474
2.597	0.03752	0.40642	2.98706	0.00577
2.598	0.03769	0.40359	2.70384	0.01598
2.599	0.03778	0.40082	2.42035	0.02494
2.6	0.03786	0.39817	2.1348	0.03199
2.601	0.03797	0.39572	1.8473	0.03653
2.602	0.03795	0.39355	1.55991	0.03795
2.603	0.03798	0.39171	1.27021	0.03628
2.604	0.03798	0.39026	0.98185	0.03158
2.605	0.03789	0.38924	0.68999	0.02412
2.606	0.03782	0.38868	0.40054	0.01475
2.607	0.03773	0.3886	0.11089	0.00418
2.608	0.03756	0.38898	6.10234	-0.00676
2.609	0.03743	0.38982	5.81429	-0.01691
2.61	0.03719	0.39108	5.52585	-0.02555
2.611	0.03704	0.39273	5.23763	-0.03205
2.612	0.03675	0.39471	4.95239	-0.0357
2.613	0.03651	0.39695	4.66779	-0.03647
2.614	0.03629	0.39941	4.38541	-0.03437
2.615	0.03597	0.402	4.1048	-0.02953
2.616	0.03567	0.40466	3.82543	-0.02254
2.617	0.03541	0.40733	3.55077	-0.01409
2.618	0.03507	0.40993	3.27444	-0.00464
2.619	0.03477	0.41242	3.00231	0.00483
2.62	0.03442	0.41473	2.73297	0.01368
2.621	0.03414	0.41683	2.46315	0.02142
2.622	0.03379	0.41866	2.19591	0.0274
2.623	0.03345	0.42019	1.93224	0.03129
2.624	0.03319	0.42141	1.66646	0.03304
2.625	0.03285	0.42228	1.40504	0.0324
2.626	0.03255	0.42281	1.14279	0.02961
2.627	0.0323	0.42299	0.88285	0.02495
2.628	0.03203	0.42282	0.62278	0.01868
2.629	0.03176	0.42231	0.36288	0.01128
2.63	0.03159	0.42149	0.10539	0.00332
2.631	0.03136	0.42036	6.12928	-0.00481
2.632	0.03121	0.41896	5.87039	-0.01252
2.633	0.03105	0.41732	5.61265	-0.01929
2.634	0.03094	0.41547	5.35359	-0.02479
2.635	0.03087	0.41344	5.09309	-0.02866
2.636	0.03075	0.41128	4.83415	-0.03052
2.637	0.03077	0.40902	4.57256	-0.03047
2.638	0.03077	0.40671	4.31045	-0.02832
2.639	0.03075	0.4044	4.04731	-0.0242
2.64	0.03083	0.40212	3.78306	-0.01845
2.641	0.03093	0.39992	3.51791	-0.01137
2.642	0.03098	0.39785	3.24929	-0.00333
2.643	0.03115	0.39595	2.98266	0.00493
2.644	0.03128	0.39426	2.712	0.01303
2.645	0.03145	0.39281	2.44006	0.0203
2.646	0.03163	0.39165	2.16806	0.02615
2.647	0.0318	0.39079	1.89465	0.03015
2.648	0.03208	0.39026	1.61779	0.03204
2.649	0.03223	0.39007	1.34315	0.0314
2.65	0.03248	0.39023	1.06542	0.02842
2.651	0.03276	0.39073	0.78814	0.02323
2.652	0.03295	0.39158	0.50944	0.01607
2.653	0.0332	0.39274	0.23108	0.0076
2.654	0.03348	0.39421	6.23652	-0.00156
2.655	0.03367	0.39593	5.95647	-0.01081
2.656	0.03394	0.39788	5.67891	-0.01929
2.657	0.03414	0.40002	5.40184	-0.02634
2.658	0.03439	0.40229	5.12246	-0.03154
2.659	0.03457	0.40465	4.84705	-0.03425
2.66	0.03474	0.40705	4.57071	-0.0344
2.661	0.03494	0.40944	4.2944	-0.03193
2.662	0.03508	0.41176	4.02056	-0.02701
2.663	0.03517	0.41396	3.74528	-0.01996
2.664	0.03534	0.41599	3.47339	-0.01151
2.665	0.03537	0.41782	3.1991	-0.00203
2.666	0.03544	0.41939	2.92706	0.00755
2.667	0.0355	0.42068	2.6565	0.01655
2.668	0.03551	0.42165	2.38396	0.0244
2.669	0.03551	0.42227	2.11257	0.03043
2.67	0.03546	0.42254	1.84358	0.03415
2.671	0.03546	0.42244	1.57092	0.03546
2.672	0.03537	0.42197	1.30056	0.03409
2.673	0.03528	0.42113	1.02984	0.03025
2.674	0.03522	0.41995	0.75767	0.0242
2.675	0.03511	0.41844	0.48618	0.0164
2.676	0.03496	0.41665	0.21275	0.00738
2.677	0.03488	0.4146	6.22379	-0.00207
2.678	0.03474	0.41235	5.94913	-0.01139
2.679	0.03458	0.40996	5.67386	-0.01979
2.68	0.03446	0.40747	5.39921	-0.02665
2.681	0.03429	0.40496	5.12248	-0.03144
2.682	0.03417	0.40248	4.84418	-0.03388
2.683	0.03396	0.4001	4.56709	-0.0336
2.684	0.03383	0.39789	4.288	-0.03083
2.685	0.03367	0.3959	4.0072	-0.02564
2.686	0.03346	0.39419	3.72812	-0.01852
2.687	0.03332	0.39281	3.44618	-0.00999
2.688	0.03316	0.3918	3.16604	-0.00081
2.689	0.03293	0.39118	2.88324	0.00841
2.69	0.03278	0.39097	2.60296	0.01682
2.691	0.0326	0.39118	2.32198	0.02383
2.692	0.0324	0.39178	2.0401	0.02889
2.693	0.03223	0.39277	1.7607	0.03165
2.694	0.03202	0.3941	1.4818	0.03189
2.695	0.03188	0.39573	1.20111	0.02972
2.696	0.03165	0.39762	0.92463	0.02527
2.697	0.03147	0.3997	0.64682	0.01897
2.698	0.03136	0.4019	0.37081	0.01136
2.699	0.03114	0.40418	0.09525	0.00296
2.7	0.03098	0.40645	6.10467	-0.0055
2.701	0.03089	0.40867	5.83241	-0.01346
2.702	0.03066	0.41077	5.55916	-0.02031
2.703	0.03057	0.4127	5.28869	-0.02563
2.704	0.03039	0.41442	5.01939	-0.02897
2.705	0.03025	0.41587	4.74813	-0.03023
2.706	0.03008	0.41705	4.47984	-0.02928
2.707	0.02991	0.41791	4.21163	-0.02624
2.708	0.02977	0.41845	3.94128	-0.02135
2.709	0.02958	0.41866	3.67421	-0.01502
2.71	0.02937	0.41853	3.40405	-0.00762
2.711	0.02923	0.41808	3.1362	0.00016
2.712	0.02899	0.41732	2.8657	0.0079
2.713	0.02875	0.41628	2.59536	0.01493
2.714	0.02856	0.41498	2.32614	0.02079
2.715	0.02828	0.41346	2.05302	0.02506
2.716	0.02803	0.41177	1.78064	0.02742
2.717	0.02774	0.40995	1.50901	0.02769
2.718	0.02748	0.40804	1.23362	0.02593
2.719	0.02717	0.40611	0.95827	0.02223
2.72	0.02682	0.4042	0.68445	0.01696
2.721	0.02655	0.40237	0.40631	0.01049
2.722	0.02619	0.40065	0.13044	0.00341
2.723	0.02582	0.39911	6.1359	-0.00379
2.724	0.02549	0.39777	5.85893	-0.01049
2.725	0.02514	0.39667	5.58173	-0.01623
2.726	0.02472	0.39585	5.30318	-0.02053
2.727	0.0244	0.39532	5.02861	-0.02319
2.728	0.024	0.39509	4.75189	-0.02398
2.729	0.02364	0.39517	4.476	-0.02298
2.73	0.02324	0.39554	4.20403	-0.0203
2.731	0.02288	0.39621	3.93194	-0.01626
2.732	0.02253	0.39713	3.65911	-0.01114
2.733	0.02212	0.3983	3.39323	-0.00551
2.734	0.02178	0.39966	3.12423	0.00038
2.735	0.02146	0.4012	2.85996	0.00596
2.736	0.02107	0.40285	2.59611	0.01093
2.737	0.02079	0.40458	2.3348	0.01501
2.738	0.0205	0.40634	2.07608	0.01794
2.739	0.0202	0.4081	1.81668	0.01959
2.74	0.01998	0.4098	1.56076	0.01998
2.741	0.01974	0.41141	1.30892	0.01907
2.742	0.01958	0.41289	1.05136	0.017
2.743	0.0194	0.41422	0.80283	0.01395
2.744	0.01927	0.41535	0.55111	0.01009
2.745	0.0192	0.41626	0.29938	0.00566
2.746	0.01911	0.41693	0.05008	0.00096
2.747	0.01905	0.41735	6.08332	-0.00378
2.748	0.01913	0.4175	5.83248	-0.00833
2.749	0.01907	0.41738	5.58062	-0.01232
2.75	0.01916	0.41699	5.32915	-0.01563
2.751	0.01927	0.41633	5.07665	-0.018
2.752	0.01934	0.41543	4.82072	-0.01922
2.753	0.01949	0.41429	4.56409	-0.01927
2.754	0.01962	0.41294	4.30837	-0.01804
2.755	0.01979	0.41141	4.04495	-0.01554
2.756	0.01996	0.40974	3.78384	-0.01196
2.757	0.02012	0.40795	3.51931	-0.00742
2.758	0.02034	0.40609	3.25043	-0.00221
2.759	0.02052	0.40421	2.98116	0.00328
2.76	0.02066	0.40233	2.70798	0.00868
2.761	0.02093	0.40052	2.43379	0.01361
2.762	0.02106	0.39881	2.15502	0.01756
2.763	0.02123	0.39725	1.87529	0.02025
2.764	0.02143	0.39588	1.59421	0.02142
2.765	0.02156	0.39474	1.30962	0.02083
2.766	0.02171	0.39385	1.02208	0.01853
2.767	0.02181	0.39324	0.7378	0.01467
2.768	0.02195	0.39294	0.44605	0.00947
2.769	0.02202	0.39295	0.15665	0.00343
2.77	0.02207	0.39327	6.14962	-0.00294
2.771	0.02211	0.3939	5.8569	-0.00914
2.772	0.02216	0.39482	5.56551	-0.01457
2.773	0.02207	0.39602	5.27179	-0.0187
2.774	0.02207	0.39746	4.98081	-0.02128
2.775	0.02199	0.39912	4.68779	-0.02199
2.776	0.02185	0.40096	4.39406	-0.02076
2.777	0.02173	0.40293	4.10437	-0.01784
2.778	0.02157	0.40499	3.81219	-0.0134
2.779	0.02135	0.40709	3.51882	-0.00786
2.78	0.02112	0.40918	3.23133	-0.00189
2.781	0.02085	0.41122	2.93875	0.0042
2.782	0.0206	0.41316	2.64936	0.00974
2.783	0.02023	0.41496	2.35979	0.01425
2.784	0.01991	0.41657	2.07078	0.01747
2.785	0.01958	0.41797	1.78168	0.01915
2.786	0.01914	0.41911	1.49313	0.01908
2.787	0.01879	0.41998	1.20378	0.01753
2.788	0.01834	0.42056	0.91854	0.01457
2.789	0.01792	0.42083	0.62683	0.01051
2.79	0.01744	0.42079	0.34084	0.00583
2.791	0.01695	0.42044	0.05433	0.00092
2.792	0.01649	0.41977	6.04623	-0.00387
2.793	0.01595	0.41881	5.76007	-0.00797
2.794	0.01539	0.41757	5.4702	-0.01118
2.795	0.01491	0.41607	5.18119	-0.0133
2.796	0.01429	0.41434	4.88925	-0.01407
2.797	0.01373	0.41243	4.59879	-0.01364
2.798	0.01318	0.41036	4.30833	-0.01212
2.799	0.01255	0.40818	4.01194	-0.00959
2.8	0.01198	0.40594	3.71804	-0.00653
2.801	0.01134	0.40369	3.42556	-0.00318
2.802	0.01076	0.40149	3.12548	0.00017
2.803	0.01014	0.39937	2.8257	0.00315
2.804	0.00948	0.3974	2.52997	0.00545
2.805	0.00892	0.39562	2.22363	0.00709
2.806	0.00829	0.39407	1.92328	0.00778
2.807	0.00767	0.39279	1.61367	0.00766
2.808	0.0071	0.39182	1.31257	0.00686
2.809	0.00651	0.39117	0.99979	0.00548
2.81	0.0059	0.39086	0.68577	0.00374
2.811	0.00537	0.3909	0.3842	0.00201
2.812	0.00479	0.3913	0.06118	0.00029
2.813	0.00427	0.39203	6.02638	-0.00109
2.814	0.00369	0.39308	5.71249	-0.00199
2.815	0.00319	0.39443	5.3782	-0.00251
2.816	0.00268	0.39604	5.03783	-0.00254
2.817	0.00214	0.39788	4.67621	-0.00214
2.818	0.00169	0.39989	4.2698	-0.00152
2.819	0.00126	0.40201	3.81678	-0.00079
2.82	0.00094	0.40422	3.09321	0.00005
2.821	0.0008	0.40644	2.29838	0.0006
2.822	0.00098	0.40864	1.48194	0.00097
2.823	0.00134	0.41075	0.92437	0.00107
2.824	0.00172	0.41273	0.45853	0.00076
2.825	0.00213	0.41455	0.07687	0.00016
2.826	0.00255	0.41615	6.05222	-0.00058
2.827	0.00299	0.41751	5.70402	-0.00164
2.828	0.00339	0.4186	5.41292	-0.00259
2.829	0.00378	0.4194	5.11339	-0.00348
2.83	0.00422	0.41989	4.82127	-0.00419
2.831	0.00461	0.42007	4.53347	-0.00454
2.832	0.00496	0.41993	4.24509	-0.00443
2.833	0.00542	0.41948	3.96595	-0.00398
2.834	0.00576	0.41873	3.68176	-0.00296
2.835	0.00617	0.4177	3.39473	-0.00155
2.836	0.00655	0.41642	3.1183	0.00015
2.837	0.00694	0.41491	2.83532	0.00209
2.838	0.00736	0.41322	2.546	0.00413
2.839	0.00769	0.41138	2.27041	0.00588
2.84	0.00813	0.40944	1.98269	0.00745
2.841	0.00852	0.40745	1.69828	0.00845
2.842	0.00886	0.40545	1.41451	0.00876
2.843	0.00928	0.4035	1.12747	0.00838
2.844	0.00967	0.40164	0.84427	0.00723
2.845	0.01	0.39991	0.55211	0.00524
2.846	0.01039	0.39836	0.26925	0.00276
2.847	0.01074	0.39703	6.26294	-0.00022
2.848	0.01107	0.39594	5.97069	-0.0034
2.849	0.0114	0.39513	5.68289	-0.00644
2.85	0.01169	0.39461	5.39386	-0.00908
2.851	0.01204	0.39439	5.09805	-0.01116
2.852	0.01226	0.39447	4.8095	-0.0122
2.853	0.01255	0.39484	4.51593	-0.01231
2.854	0.01283	0.39549	4.22506	-0.01134
2.855	0.01303	0.3964	3.93143	-0.00925
2.856	0.01324	0.39752	3.63969	-0.00633
2.857	0.01349	0.39883	3.35114	-0.00281
2.858	0.01362	0.40029	3.05547	0.00117
2.859	0.01381	0.40184	2.76806	0.00504
2.86	0.01393	0.40345	2.47901	0.00857
2.861	0.01409	0.40507	2.18707	0.01149
2.862	0.01418	0.40666	1.90106	0.01341
2.863	0.01423	0.40818	1.61391	0.01422
2.864	0.01433	0.4096	1.32641	0.0139
2.865	0.01435	0.41088	1.04287	0.01239
2.866	0.01432	0.41199	0.75556	0.00982
2.867	0.01435	0.4129	0.47675	0.00658
2.868	0.01426	0.41361	0.19048	0.0027
2.869	0.01417	0.4141	6.19288	-0.00128
2.87	0.01406	0.41436	5.91441	-0.00507
2.871	0.01389	0.41439	5.6326	-0.00841
2.872	0.01373	0.4142	5.35155	-0.01102
2.873	0.01345	0.4138	5.07711	-0.01257
2.874	0.01327	0.41321	4.79603	-0.01322
2.875	0.01296	0.41245	4.51919	-0.01272
2.876	0.01263	0.41154	4.24533	-0.01128
2.877	0.01234	0.41051	3.96872	-0.00908
2.878	0.01197	0.40939	3.69859	-0.00633
2.879	0.01157	0.4082	3.42452	-0.00323
2.88	0.01119	0.40699	3.16061	-0.00021
2.881	0.01078	0.40578	2.89579	0.00262
2.882	0.01034	0.4046	2.63121	0.00505
2.883	0.00992	0.40348	2.38171	0.00684
2.884	0.00948	0.40244	2.12993	0.00804
2.885	0.0091	0.40152	1.88396	0.00866
2.886	0.00865	0.40073	1.65429	0.00862
2.887	0.00831	0.40009	1.42695	0.00822
2.888	0.00799	0.39961	1.20826	0.00747
2.889	0.00767	0.39931	1.00765	0.00649
2.89	0.00749	0.39919	0.80698	0.00541
2.891	0.0074	0.39925	0.62468	0.00433
2.892	0.00733	0.39949	0.4371	0.0031
2.893	0.00745	0.39989	0.26237	0.00193
2.894	0.00766	0.40045	0.08012	0.00061
2.895	0.00793	0.40114	6.17602	-0.00085
2.896	0.00837	0.40194	5.9821	-0.00248
2.897	0.00885	0.40284	5.78363	-0.00424
2.898	0.00943	0.40382	5.56273	-0.00622
2.899	0.01005	0.40485	5.34591	-0.0081
2.9	0.01076	0.4059	5.11508	-0.0099
2.901	0.01153	0.40697	4.87065	-0.01138
2.902	0.01228	0.40801	4.62802	-0.01224
2.903	0.01311	0.40901	4.37679	-0.01238
2.904	0.01401	0.40995	4.11575	-0.01159
2.905	0.01482	0.4108	3.8584	-0.00973
2.906	0.01574	0.41154	3.59089	-0.00684
2.907	0.01666	0.41216	3.32538	-0.00304
2.908	0.01755	0.41265	3.0535	0.00154
2.909	0.01846	0.41298	2.78154	0.0065
2.91	0.01941	0.41315	2.5092	0.01147
2.911	0.02028	0.41316	2.23021	0.01603
2.912	0.02123	0.413	1.95464	0.01969
2.913	0.02208	0.41267	1.67605	0.02196
2.914	0.02302	0.41218	1.39451	0.02267
2.915	0.02388	0.41153	1.11363	0.02142
2.916	0.0247	0.41073	0.83138	0.01825
2.917	0.02561	0.40979	0.54714	0.01333
2.918	0.02638	0.40874	0.26271	0.00685
2.919	0.02718	0.40758	6.25921	-0.00065
2.92	0.02799	0.40634	5.97392	-0.00852
2.921	0.02872	0.40505	5.68438	-0.01619
2.922	0.02945	0.40373	5.39548	-0.02284
2.923	0.03016	0.40242	5.10725	-0.02784
2.924	0.03084	0.40114	4.81452	-0.03068
2.925	0.03151	0.39993	4.52396	-0.03095
2.926	0.0321	0.39883	4.23168	-0.02846
2.927	0.03274	0.39786	3.93914	-0.02343
2.928	0.03334	0.39705	3.64537	-0.01609
2.929	0.03382	0.39644	3.35237	-0.00708
2.93	0.03443	0.39604	3.05923	0.00283
2.931	0.03489	0.39587	2.76539	0.01282
2.932	0.03536	0.39595	2.47174	0.02195
2.933	0.0358	0.39627	2.17961	0.02937
2.934	0.03623	0.39684	1.88718	0.03443
2.935	0.03659	0.39766	1.59371	0.03658
2.936	0.03694	0.3987	1.3045	0.03564
2.937	0.03726	0.39995	1.01303	0.03162
2.938	0.03758	0.40138	0.72327	0.02487
2.939	0.03781	0.40295	0.43535	0.01595
2.94	0.03807	0.40463	0.14738	0.00559
2.941	0.03831	0.40638	6.14408	-0.00531
2.942	0.03846	0.40816	5.85854	-0.01585
2.943	0.03866	0.40991	5.57346	-0.02519
2.944	0.03883	0.41159	5.29157	-0.0325
2.945	0.03896	0.41316	5.00674	-0.03728
2.946	0.03909	0.41458	4.72687	-0.03909
2.947	0.03921	0.41582	4.44637	-0.03783
2.948	0.03932	0.41683	4.16525	-0.03358
2.949	0.0394	0.4176	3.8873	-0.02673
2.95	0.03943	0.4181	3.60883	-0.01776
2.951	0.03957	0.41833	3.33026	-0.00742
2.952	0.03954	0.41827	3.053	0.0035
2.953	0.03959	0.41792	2.77539	0.01418
2.954	0.03964	0.41728	2.49894	0.02376
2.955	0.0396	0.41637	2.22108	0.03152
2.956	0.03959	0.41521	1.94363	0.03687
2.957	0.03956	0.41382	1.66765	0.03938
2.958	0.03949	0.41224	1.38783	0.03883
2.959	0.03943	0.41049	1.11043	0.03532
2.96	0.0393	0.40863	0.83135	0.02903
2.961	0.03922	0.4067	0.55098	0.02053
2.962	0.03908	0.40474	0.2705	0.01044
2.963	0.03888	0.40281	6.27211	-0.00043
2.964	0.03881	0.40096	5.99041	-0.0112
2.965	0.03857	0.39923	5.70674	-0.02102
2.966	0.03838	0.39766	5.4235	-0.02908
2.967	0.03821	0.39631	5.13972	-0.03478
2.968	0.03796	0.39519	4.85518	-0.03757
2.969	0.03776	0.39435	4.56975	-0.03737
2.97	0.03748	0.39379	4.28656	-0.03413
2.971	0.03726	0.39353	4.00112	-0.02822
2.972	0.03697	0.39357	3.71698	-0.02012
2.973	0.03667	0.3939	3.43414	-0.01058
2.974	0.03638	0.3945	3.15098	-0.00034
2.975	0.03609	0.39536	2.86946	0.0097
2.976	0.03569	0.39644	2.58831	0.01875
2.977	0.03539	0.3977	2.30969	0.02616
2.978	0.03501	0.39912	2.0314	0.03136
2.979	0.03458	0.40064	1.75409	0.03401
2.98	0.03418	0.40224	1.47994	0.03404
2.981	0.03376	0.40386	1.2067	0.03155
2.982	0.03329	0.40546	0.93278	0.02674
2.983	0.03282	0.40702	0.66464	0.02024
2.984	0.03233	0.4085	0.39446	0.01243
2.985	0.03187	0.40986	0.12698	0.00404
2.986	0.03134	0.4111	6.14503	-0.00432
2.987	0.03084	0.41219	5.88085	-0.01208
2.988	0.03039	0.41311	5.61852	-0.01875
2.989	0.02985	0.41386	5.35845	-0.02383
2.99	0.0294	0.41443	5.09915	-0.02723
2.991	0.02895	0.41481	4.84453	-0.0287
2.992	0.02849	0.41501	4.58735	-0.02826
2.993	0.02808	0.41503	4.33608	-0.02611
2.994	0.0277	0.41488	4.08583	-0.02244
2.995	0.02734	0.41457	3.83472	-0.01747
2.996	0.02705	0.41411	3.58888	-0.0117
2.997	0.02674	0.41353	3.34346	-0.00536
2.998	0.0266	0.41283	3.09772	0.00117
2.999	0.02638	0.41205	2.85536	0.00745
3	0.02629	0.41118	2.61343	0.01325
3.001	0.02631	0.41026	2.37081	0.01833
3.002	0.02629	0.40929	2.13005	0.02229
3.003	0.02642	0.4083	1.88697	0.02511
3.004	0.02661	0.40729	1.6467	0.02653
3.005	0.02685	0.40627	1.40171	0.02647
3.006	0.02716	0.40527	1.15683	0.02487
3.007	0.02757	0.40429	0.91312	0.02182
3.008	0.02802	0.40335	0.66228	0.01723
3.009	0.02855	0.40245	0.41329	0.01147
3.01	0.0291	0.40161	0.16163	0.00468
3.011	0.02979	0.40085	6.18864	-0.00281
3.012	0.03045	0.40017	5.93172	-0.01048
3.013	0.03118	0.3996	5.67263	-0.01787
3.014	0.03202	0.39912	5.40954	-0.02455
3.015	0.0328	0.39877	5.14622	-0.02976
3.016	0.03366	0.39855	4.87823	-0.0332
3.017	0.03457	0.39846	4.6114	-0.03439
3.018	0.03547	0.3985	4.33983	-0.03304
3.019	0.03638	0.39868	4.06766	-0.02908
3.02	0.03734	0.399	3.79497	-0.0227
3.021	0.03826	0.39945	3.51928	-0.01411
3.022	0.03924	0.40003	3.24281	-0.00397
3.023	0.04013	0.40072	2.96593	0.00701
3.024	0.0411	0.40153	2.68759	0.01803
3.025	0.04203	0.40243	2.40782	0.02814
3.026	0.04288	0.40342	2.1281	0.03639
3.027	0.0438	0.40446	1.84772	0.04214
3.028	0.04468	0.40554	1.56624	0.04468
3.029	0.04545	0.40663	1.28434	0.0436
3.03	0.04633	0.40771	1.00299	0.03906
3.031	0.04708	0.40874	0.72036	0.03105
3.032	0.04784	0.4097	0.43742	0.02027
3.033	0.04855	0.41057	0.15488	0.00749
3.034	0.04923	0.41132	6.15562	-0.00626
3.035	0.04992	0.41192	5.87098	-0.02
3.036	0.05049	0.41237	5.58906	-0.0323
3.037	0.05109	0.41264	5.30456	-0.04239
3.038	0.05166	0.41272	5.02127	-0.04921
3.039	0.05212	0.41262	4.73707	-0.0521
3.04	0.05257	0.41233	4.45256	-0.0508
3.041	0.05302	0.41186	4.16897	-0.04538
