Freq,Power,Theor.AR(1),chi2 80%,chi2 90%,chi2 95%,chi2 99%,chi2 crit.
89.457,0.0001376,4.8757E-05,7.4921E-05,0.00010003,0.00012433,0.00017896,0.00026452
89.58,0.00011201,4.8659E-05,7.477E-05,9.9829E-05,0.00012408,0.0001786,0.00026399
89.702,3.8058E-05,4.8561E-05,7.462E-05,9.9628E-05,0.00012383,0.00017824,0.00026346
89.824,5.0498E-05,4.8464E-05,7.447E-05,9.9428E-05,0.00012358,0.00017788,0.00026293
89.946,0.00011875,4.8367E-05,7.4321E-05,9.9229E-05,0.00012333,0.00017753,0.0002624
90.068,8.4927E-05,4.827E-05,7.4173E-05,9.9031E-05,0.00012308,0.00017717,0.00026188
90.191,0.00013028,4.8174E-05,7.4025E-05,9.8834E-05,0.00012284,0.00017682,0.00026136
90.313,8.0756E-05,4.8079E-05,7.3878E-05,9.8638E-05,0.00012259,0.00017647,0.00026084
90.435,5.9355E-05,4.7983E-05,7.3731E-05,9.8442E-05,0.00012235,0.00017612,0.00026032
90.557,6.3178E-05,4.7888E-05,7.3586E-05,9.8247E-05,0.00012211,0.00017577,0.0002598
90.679,2.6177E-05,4.7794E-05,7.344E-05,9.8053E-05,0.00012187,0.00017542,0.00025929
90.802,3.4159E-05,4.77E-05,7.3296E-05,9.786E-05,0.00012163,0.00017508,0.00025878
90.924,4.1556E-05,4.7606E-05,7.3152E-05,9.7668E-05,0.00012139,0.00017474,0.00025827
91.046,4.4279E-05,4.7513E-05,7.3008E-05,9.7477E-05,0.00012115,0.00017439,0.00025777
91.168,5.4821E-05,4.742E-05,7.2866E-05,9.7286E-05,0.00012092,0.00017405,0.00025726
